type,events,url,place,time,description,sources,id,place.name,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent,place.place,place.org.parent.parent,place.org.parent.parent.parent
case,"",https://rr0.org/time/1/9/6/9/07/index.html#1969-07-03,,1969-07-03,"le 2ᵉ tentative de lancement du N1-L3 depuis le cosmodrome de Baïkonour (Kazakhstan). A 100 m d'altitude, un moteur explose, provoquant l'arrêt des autres moteurs. La fusée retombe sur le pas de tir où elle se désintègre dans une déflagration dévastatrice. Les dégâts sont considérables. Il faudra 3 ans pour reconstruire le site.","",1969-07-03
case,"",https://rr0.org/time/1/9/6/9/07/index.html#1969-07-04,,1969-07-04,"le Le cargo britannique Cotopaxi croise un yatch de 10 m environ, toutes voiles dehors et marchant au gouvernail automatique. Il n'y a plus personne à bord.","",1969-07-04
case,"",https://rr0.org/time/1/9/6/9/07/index.html#1969-07-05T20:30,,1969-07-05T20:30,"le Les 2 enfants d'témoin n° 1 repèrent un objet brillant à environ 300 m d'eux. Lorsqu'ils lui adressent des signaux avec leur lampe électrique, l'ovni se rapproche à une distance de 60 m environ. Les enfants s'empressent alors d'avertir leur famille. Bermudez demande à ceux qui l'accompagnent de l'attendre : il va explorer seul et avec sa lampe électrique la colline derrière laquelle a disparu l'objet lumineux qu'ils sont 12 comme lui à avoir vu. Quand Arcesio revient, quelques minutes plus tard, il semble proie à une intense frayeur. Pressé de questions, il raconte qu'il a vu l'objet, devenu sombre sauf en son sommet transparent et lumineux, à seulement 6 m de lui. Il a alors dirigé le faisceau de sa lampe vers cette partie éclairée et a entrevu ""une petite personne"". A cet instant précis, l'ovni s'est illuminé et éloigné à grande vitesse.","",1969-07-05T20:30
case,"",https://rr0.org/time/1/9/6/9/07/index.html#1969-07-06,,1969-07-06,"le Le Golar Frost, battant pavillon libérien, découvre le yacht du suédois témoin, Le Vagabond, qui navigue en voyageur solitaire. Ce navire, batti en fibre de verre, est en train de dériver sans personne à bord. La dernière inscription sur le journal de bord, à la date du le mercredi 2 juillet 1969, indique un temps excellent.","",1969-07-06
case,"",https://rr0.org/time/1/9/6/9/07/index.html#1969-07-07,,1969-07-07,"le témoin n° 1 (54 ans) a toujours joui d'une bonne santé. Pourtant, 2 jours après l'apparition, des malaises se déclarent chez lui : sensations de froid, chutes de température, difficultés pour manger. Des taches bleutées apparaissent sur sa peau et du sang dans ses selles.","",1969-07-07
case,"",https://rr0.org/time/1/9/6/9/07/index.html#1969-07-08,,1969-07-08,"le Le Helsona, un pétrolier britannique, croise en mer un yacht qui flotte à la dérive, quille en l'air.","",1969-07-08
case,"",https://rr0.org/time/1/9/6/9/07/index.html#1969-07-10,,1969-07-10,"le Le trimaran de Crowhurst est découvert toutes voiles dehors, sans personne à bord.","",1969-07-10
case,"",https://rr0.org/time/1/9/6/9/07/index.html#1969-07-12,,1969-07-12,"le le samedi 12 23:45 témoin n° 1 meurt à l'hopital de Bogota où l'on vient de l'admettre. Le diagnostic des médecins — à qui l'on a pas raconté l'histoire de l'ovni — est qu'il a succombé à une gastro-entérite, maladie très répandue dans le pays. Un rapport du docteur témoin n° 2, de Bogota, indique : La température de la victime était descendue à 35 °C. Le système cardio-pulmonaire présentait : péricardie, asphixie, toux, oppression douloureuse de la cage thoracique, pouls lent. Le système digestif était affecté : diarrhée sanguinolente, vomissement noir, bouche sèche, abdomen douloureux, particulièrement du côté droit. Facultés mentales et système nerveux : normaux. La peau était sèche, pâle, froide et désyhdratée. L'un des médecins qui avaient examiné la victime avoua qu'il aurait considéré ce cas d'un autre œil s'il avait su ce qui était arrivé. Un yacht, le Scotish Laird, ne donne plus de ses nouvelles et s'évanouit à quelques kms au large de Sagres, au Sud du Portugal.","",1969-07-12
case,"",https://rr0.org/time/1/9/6/9/07/index.html#1969-07-13,,1969-07-13,"le Lancement de la sonde Luna 15 par une fusée Proton. Elle doit se poser sur la Lune, prélever des échantillons puis revenir sur la Terre. C'est la dernière tentative soviétique pour battre les américains, alors que Apollo 11 s'apprête à décoller.","",1969-07-13
case,"",https://rr0.org/time/1/9/6/9/07/index.html#1969-07-16,,1969-07-16,"le Au Kennedy Space Center (Floride), lancement de Apollo 1. Un texte réglementant l'exposition extraterrestre est promulgué à cette occasion.",""""",""Extra-terrestrial Exposure"",s1,"""",""Section 1211, Title 14 (""""Aeronautics and Space""""), U.S. Code of Federal Regulations"",,""""",1969-07-16
