url,place,time,description,sources,id,place.name,place.org.name,place.org.surname,place.org.title,place.org.time,place.org.deprecated,place.org.note,place.org.place,place.org.description,place.org.sources,place.org.tags,place.org.image,place.org.id,place.org.dirName,place.org.url,place.org.events,place.org.type,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.name,place.place.surname,place.place.title,place.place.time,place.place.deprecated,place.place.note,place.place.place,place.place.description,place.place.sources,place.place.tags,place.place.image,place.place.id,place.place.dirName,place.place.url,place.place.events,place.place.type,place.place.locations,place.place.elevation,place.org.parent.name,place.org.parent.surname,place.org.parent.title,place.org.parent.time,place.org.parent.deprecated,place.org.parent.note,place.org.parent.place,place.org.parent.description,place.org.parent.sources,place.org.parent.tags,place.org.parent.image,place.org.parent.id,place.org.parent.dirName,place.org.parent.url,place.org.parent.events,place.org.parent.type,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.name,place.org.parent.parent.surname,place.org.parent.parent.title,place.org.parent.parent.time,place.org.parent.parent.deprecated,place.org.parent.parent.note,place.org.parent.parent.place,place.org.parent.parent.description,place.org.parent.parent.sources,place.org.parent.parent.tags,place.org.parent.parent.image,place.org.parent.parent.id,place.org.parent.parent.dirName,place.org.parent.parent.url,place.org.parent.parent.events,place.org.parent.parent.type,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.name,place.org.parent.parent.parent.surname,place.org.parent.parent.parent.title,place.org.parent.parent.parent.time,place.org.parent.parent.parent.deprecated,place.org.parent.parent.parent.note,place.org.parent.parent.parent.place,place.org.parent.parent.parent.description,place.org.parent.parent.parent.sources,place.org.parent.parent.parent.tags,place.org.parent.parent.parent.image,place.org.parent.parent.parent.id,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.url,place.org.parent.parent.parent.events,place.org.parent.parent.parent.type,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/5/9/index.html#1959-01,,1959-01,le vendredi 2 La mission soviétique Luna 1 passe à 6000 km de la Lune. le jeudi 8 Fidel Castro entre à la Havane. le mardi 20 Des objets lumineux non identifiés sont observés en Suède.,"",1959-01
https://rr0.org/time/1/9/5/9/index.html#1959-02,,1959-02,"le le lendemain Dans l'Oural, incident du Col de Dyatlov (L'explication d'une avalanche particulière a été proposée ) Couverture de Fate en février le jeudi 26 Un (des ?) objet(s) lumineux non-identifié(s) est (sont) observé(s) au-dessus de l'aéroport de Londres Heathrow. le samedi 28 Gerry Irwin observe un objet lumineux près de Cedar City. Il est retrouvé ""endormi"".","""Mechanisms of slab avalanche release and impact in the Dyatlov Pass incident in 1959"",s1,""Johan Gaume,Alexander M. Puzrin"",""Communications Earth & Environment volume 2, Article number: 10 (2021)"",",1959-02
https://rr0.org/time/1/9/5/9/index.html#1959-03,Ostralece (Pologne),,,,,,,,,,,,,,,,"",place,"",,1959-03,"Printemps le mardi 3 La mission américaine Pionner 4 passe à 59000 km de la Lune. le jeudi 12 Des objets lumineux non-identifiés sont observés en Norvège. le dimanche 15 Gerry Irwin s'évanouit dans une rue d'El Paso. le lundi 16 02 h Gerry Irwin se réveille, persuadé d'être le le samedi 28. Il est reconduit à l'hôpital William Beaumont. le vendredi 20 17:30 A , Witold Sambrowski, ingénieur en électronique voit avec plusieurs autres témoins 2 objets en forme de cigare voler sans bruit vers l'ouest dans un ciel clair et calme. Ils sont d'un rose rougeâtre et semblent plus lumineux à l'avant. Leur longueur est à peu près le double de la pleine Lune et ils sont espacés l'un de l'autre de 3 ou 4 fois leur longueur le jeudi 26 au le vendredi 27 Observation à Corsica (Pennylvanie). avril 1959 le le lendemain Un cargo C-118 qui a décollé de la base aérienne militaire de Mac Chord (Washington), entre en collision avec un objet lumineux inconnu. Plusieurs témoins voient 2 lumières jaune-orangé s'approcher de l'avion. L'équipage a le temps d'envoyer un message de détresse avant de s'écraser : Nous avons touché quelque chose... ou quelque chose nous a touché ! MAYDAY, MAYDAY, cette fois ça y est, cette fois ça y est !. Photographie du météore de Pribram depuis la station d'observation d'Ondrejov le mardi 7 19:30 A Pribram (République Tchèque), 1ʳᵉ photographie d'un météore. le jeudi 9 La NASA sélectionne 9 astronautes. le lundi 13 La presse titre Une lueur rouge dans le ciel : une sphère noire avec une lumière rouge a été observée au-dessus de St-Lambert, à l'Est de Montréal, par des centaines de témoins. le vendredi 17 Gerry Irwin sort de l'hôpital William Beaumont. le samedi 18 Gerry Irwin quitte le Fort Bliss en direction de Cedar City. le dimanche 19 Gerry Irwin arrive à Cedar City et se rend sur le lieu de son observation. Il retrouve sa vareuse disparue, un crayon dedans, et brûle un papier enroulé autour de ce dernier. Comme sorti d'une transe, il retrouve avec difficulté le chemin de Cedar City. le lundi 20 Le docteur Morris Ketchum Jessup est trouvé mourrant dans sa fourgonnette (voiture ?) dans un jardin public du comté de Dade, asphixié par un tuyau attaché au pot d'échappement de son véhicule et passé par la vitre d'une portière. le mercredi 22 Fin du monde prévue pour un petit groupe à la station de Point Reyes (Californie), dirigé par une femme aux cheveux sombres, croyant que des extraterrestres transformeraient leur meetinghouse de Inverness en une soucoupe volante à ce moment-là (Le groupe inspira Phil Dick pour écrire son roman Confessions of a Crap Artist). le vendredi 24 Photographies de Aguiar Helio Aguiar dit avoir photographié un ovni au-dessus de Piata Beach (Itapoa, Brésil) et s'être évanoui peu après. À son réveil il aurait écrit un message demandant au monde d'arrêter tous les essais nucléaires. Les 4 photographies qu'il fournit seraient en fait celles d'un plateau extrait d'un électrophone automatique Collaro Conquest, dénué de son cercle en caoutchouc, jeté en l'air. Un autre avion à réaction est envoyé pour intercepter un objet stationnaire repéré au radar sur la côte Nord-Est du Japon. Le pilote voit l'objet et est autorisé à tirer. Les missiles n'ont aucun effet sur l'objet inconnu qui commence à poursuivre l'avion alors que le radar suit la scène. Les 2 signaux se superposent, l'objet unique qui en résulte reste stationnaire un moment puis disparaît. Les recherches conduites pendant plusieurs jours échouent : on ne retrouve aucune trace du jet. On aura beau avancer le fait que l'avion a disparu au-dessus de l'eau, il n'en reste pas moins que les radars n'ont jamais détecté aucune chute après la ""réunion"" des ""blips"", qu'un crash localisé avec précision en mer laisse des traces en surface et que l'un des aéronefs est reparti par ses propres moyens, ce qui exclu pour ce qui le concerne les effets dévastateurs d'une collision.","Le Courrier Interplanétaire n° 51,s2,""""""Zaleski, Casimir"""""",septembre 1961.,,Cas Blue Book n° 6317 non résolu,s3,"""",,,Maccabee,s4,"""",,",1959-03
https://rr0.org/time/1/9/5/9/index.html#1959-06,,1959-06,,"",1959-06
https://rr0.org/time/1/9/5/9/index.html#1959-07,Irondequoit (New York),,,,,,,,,,,,,,,,"",place,"",,1959-07,"L'Aurore du 27 juillet, contenant un article sur La soucoupe volante anglaise le vendredi 10 Gerry Irwin réintègre l'hôpital. le samedi 25 Observation à. le mercredi 29 l'après-midi Comme annoncé par une transe de Ray Stanford 6 jours plus tôt, lui et un ami parviennent à capturer l'image d'un ovni ou d'ovnis qu'ils observent depuis Corpus Christi. L'image sur les films cependant manque de toute structure identifiable, l'ovni étant trop éloigné.","Cas Blue Book n° 6446 non résolu,s5,"""",,,""Still Waiting: A List of Predictions from the 'UFO Culture'"",s6,""""""Kottmeyer, Martin S."""""",The Anomalist,1998",1959-07
https://rr0.org/time/1/9/5/9/index.html#1959-08,Goose (Labrador),,,,,,,,,,,,,,,,"",place,"",,1959-08,"Couverture de Fate en août le le lendemain Gerry Irwin ne se présente pas à l'appel. le vendredi 7 Explorer 6 envoie les premières images de la Terre. le lundi 10 Observation à la base aérienne de. le mercredi 12 Luna 2 s'écrase sur la Lune. le lundi 17 A Uberlandia (Brésil), de nombreux témoins observent un objet volant lumineux qui suit une ligne à haute tension. A son approche mes commutateurs sautent et plongent la région dans l'obscurité. Après son passage les appareils se repositionnent et le courant se rétablit. Aucun dégât n'est constaté par la suite sur les installations.","Cas Blue Book n° 6462 non résolu,s7,"""",,",1959-08
https://rr0.org/time/1/9/5/9/index.html#1959-09,Redmont (Oregon),,,,,,,,,,,,,,,,"",place,"",,1959-09,"le le lendemain Gerry Irwin est déclaré déserteur. On ne le reverra plus jamais. le dimanche 13 Observation à la base aérienne de Bunker Hill (Indiana). le jeudi 17 Création de la SEREB. le samedi 19 2 physiciens de l'université de Cornell publient un article dans lequel ils évoquent l'utilisation des micro-ondes pour les communications interstellaires. Ils recommandent l'écoute sur la fréquence de 1420 MHz. Cet article motivera Frank Drake pour son projet OZMA. le lundi 21 L'USGS prend une photo (13-146) de la base de Groom Lake dans le cadre d'un programme de cartographie de routine, toujours disponible. le jeudi 24 Observation radar à.","cas Blue Book n° 6507 non résolu,s8,"""",,,""Searching for Interstellar Communications"",s9,""""""Morrison, P."""",""""Cocconi, Giuseppe"""""",""Nature, vol. 184, n° 4690, pp. 844-846"",,,s10,"""",,,,s11,""""""Chauvin, R."""""",,1973",1959-09
https://rr0.org/time/1/9/5/9/index.html#1959-10,Telephone Ridge (Oregon),,,,,,,,,,,,,,,,"",place,"",,1959-10,"Couverture de Fate en octobre, posant la question : ""Un vaisseau spatial a-t-il explosé en Sibérie ?"" le le lendemain Observation à. le dimanche 4 1ʳᵉ photo de la face cachée de la Lune, par Luna 3. Observation aux Philippines. le mardi 6 Observation à Lincoln (Nebraska). le vendredi 16 Mort du général George C. Marshall. le lundi 19 Observation à Plainville (Kansas).","Cas Blue Book n° 6534 non résolu,s12,"""",,,Cas Blue Book n° 6538 non résolu,s13,"""",,,Cas Blue Book n° 6543 non résolu,s14,"""",,,Cas Blue Book n° 6563 non résolu,s15,"""",,",1959-10
https://rr0.org/time/1/9/5/9/index.html#1959-11,Crystal Springs (Mississippi),,,,,,,,,,,,,,,,"",place,"",,1959-11,"Une maquette grandeur nature d'un A-12 est livrée à Groom Lake, par camion, pour des tests de signature radar. le mercredi 18 Observation au sud de.","McIninch,s16,"""",,,Cas Blue Book n° 6600 non résolu,s17,"""",,",1959-11
https://rr0.org/time/1/9/5/9/index.html#1959-12,Proberta (Californie),,,,,,,,,,,,,,,,"",place,"",,1959-12,"le jeudi 24 Le Général Inspecteur de l'USAF émet l'Ordre d'Opérations et de Formation suivant : Les Objets Volants Non Identifiés — parfois traité de manière légère par la presse et référencés comme ""soucoupes volantes"" — doivent être rapidement et précisément identifiés comme un sujet sérieux pour l'Air Force... et doivent finalement être communiquées au public (inverse ?). U.S., : La radio d'un camion fait un bruit de claquement et les phares pâlissent. Le conducteur décide se s'arrêter et de sortir. Il voit alors une forme de croissant vert brillant à 1/4 de mile derrière son camion pick-up. Il a l'impression d'être aspiré dans l'espace. Le croissant reste alors en place, se balançant d'avant en arrière. Il part ensuite brusquement vers le nord-est, hors de vue en 6 à 8 s. La batterie du camion a fondu et les fils sont brûlés.","Flying Saucers-Serious Business,s18,""""""Edwards, Frank"""""",NY: Lyle Stuart,965,""UFO Reports Involving Vehicle Interference - A catalogue and data analysis"",s19,""CUFOS < Rodeghier"",octobre 1981,",1959-12
https://rr0.org/time/1/9/5/9/index.html,,1959,Hynek met en place un certain nombre de rencontres informelles entre les membres du projet Blue Book et de l'ATIC. Il est décidé d'employer le terme d'Objet Volant Non Identifié et de réexaminer les cas en fonction des connaissances scientifiques du moment.,"",1959
https://rr0.org/time/1/9/5/9/index.html,,1959,Ruppelt change la conclusion de son livre publié 3 ans plus tôt.,"",1959
