url,place,time,description,sources,id,place.name,place.org.name,place.org.surname,place.org.title,place.org.time,place.org.deprecated,place.org.note,place.org.place,place.org.description,place.org.sources,place.org.tags,place.org.image,place.org.id,place.org.dirName,place.org.url,place.org.events,place.org.type,place.org.parent,place.org.places,place.org.kind,place.place,place.org,place.place.name,place.place.surname,place.place.title,place.place.time,place.place.deprecated,place.place.note,place.place.place,place.place.description,place.place.sources,place.place.tags,place.place.image,place.place.id,place.place.dirName,place.place.url,place.place.events,place.place.type,place.place.parent,place.place.locations,place.place.elevation,place.org.parent.name,place.org.parent.surname,place.org.parent.title,place.org.parent.time,place.org.parent.deprecated,place.org.parent.note,place.org.parent.place,place.org.parent.description,place.org.parent.sources,place.org.parent.tags,place.org.parent.image,place.org.parent.id,place.org.parent.dirName,place.org.parent.url,place.org.parent.events,place.org.parent.type,place.org.parent.parent.name,place.org.parent.parent.surname,place.org.parent.parent.title,place.org.parent.parent.time,place.org.parent.parent.deprecated,place.org.parent.parent.note,place.org.parent.parent.place,place.org.parent.parent.description,place.org.parent.parent.sources,place.org.parent.parent.tags,place.org.parent.parent.image,place.org.parent.parent.id,place.org.parent.parent.dirName,place.org.parent.parent.url,place.org.parent.parent.events,place.org.parent.parent.type,place.org.parent.parent.parent.name,place.org.parent.parent.parent.surname,place.org.parent.parent.parent.title,place.org.parent.parent.parent.time,place.org.parent.parent.parent.deprecated,place.org.parent.parent.parent.note,place.org.parent.parent.parent.place,place.org.parent.parent.parent.description,place.org.parent.parent.parent.sources,place.org.parent.parent.parent.tags,place.org.parent.parent.parent.image,place.org.parent.parent.parent.id,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.url,place.org.parent.parent.parent.events,place.org.parent.parent.parent.type,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/5/2/10/index.html#1952-10-01,Shaw (Caroline du Sud),,,,,,,,,,,,,,,,"",place,,"",,1952-10-01,"le le le lendemain À la base de l'USAF de , le 1er lieutenant de l'USAF T. J. Pointek, pilote un jet de reconnaissance RF-80 quand il voit une lumière blanche brillante. Durant 23 minutes il tente de l'intercepter alors qu'elle vole horizontalement, puis verticalement et stationner, puis termine avec un virage abrut. le le lendemain À Pascagoula (Mississippi), C. C. McLean, sa compagne et une autre personne observent un objet rond d'un blanc laiteux, de la forme d'un nuage de poudre, stationner 5 à 10 mn puis voler au loin très rapidement selon une trajectoire d'arc. Un bruit très fort est entendu au début de l'observation, qui dure 22 minutes.","Cas Blue Book non expliqué,s1,"""",,,Cas Blue Book n° 2143 non expliqué,s2,"""",,",1952-10-01
https://rr0.org/time/1/9/5/2/10/index.html#1952-10-02,"Sunshine Road, Melbourne (Australie)",,,,,,,,,,,,,,,,"",place,,"",,1952-10-02,"le , 2 adolescents sortis pour une balade nocturne entendent un bruit de sifflement et voient un ovni rouge et bleu volant à basse altitude et se précipitant vers eux. Ils partent se cacher.","",1952-10-02
https://rr0.org/time/1/9/5/2/10/index.html#1952-10-06,Draguignan (France),,,,,,,,,,,,,,,,"",place,,"",,1952-10-06,le Au-dessus de observation de plusieurs témoins dont 2 pilotes.,"",1952-10-06
https://rr0.org/time/1/9/5/2/10/index.html#1952-10-07,Alamogordo (Nouveau-Mexique),,,,,,,,,,,,,,,,"",place,,"",,1952-10-07,"le le mardi 7 20:30 À , Bagnell, lieutenant de l'USAF, observe un ovale bleu pâle, son axe le plus long à la verticale, voler horizontalement durant 4 à 5, parcourant un arc de 30 s durant ce moment. voir 17 octobre.","Cas Blue Book n° 2150 non expliqué,s3,"""",,",1952-10-07
https://rr0.org/time/1/9/5/2/10/index.html#1952-10-10T18:30,Otis (Massachusetts),,,,,,,,,,,,,,,,"",place,,"",,1952-10-10T18:30,"Arts du 10, titrant sur ""la psychologie moderne des soucoupes volantes"" : Nos anciens dieux reviennent sur des soucoupes par M. Carrouges le À la base de l'USAF de , un s/sergent de l'USAF et 2 autres engagés voient une lumière blanche brillante clignoter 20 mn en effectuant un mouvement pendulaire, puis partir en l'air d'un coup.","Cas Blue Book n° 2155 non expliqué,s4,"""",,",1952-10-10T18:30
https://rr0.org/time/1/9/5/2/10/index.html,,1952-10,"Albert M. Chop, membre du projet Blue Book, écrit au chef d'état-major Air, avec copie au FBI, que près de 20 % des observations d'ovnis ne peuvent être associées à des choses familières. Ces conclusions sont en accord avec celles du projet Sign.",",s5,"""",,",1952-10
https://rr0.org/time/1/9/5/2/10/index.html#1952-10-11,Newport News (Virginie),,,,,,,,,,,,,,,,"",place,,"",,1952-10-11,"le , un observateur du GOC voit un objet en forme de disque avec un dôme.","",1952-10-11
https://rr0.org/time/1/9/5/2/10/index.html#1952-10-12,Palo Alto (Californie),,,,,,,,,,,,,,,,"",place,,"",,1952-10-12,"le , observation d'une formation en V de 6 disques apparents.","",1952-10-12
https://rr0.org/time/1/9/5/2/10/index.html#1952-10-13,Oshima (Japon),,,,,,,,,,,,,,,,"",place,,"",,1952-10-13,"le , un pilote de l'Air Force et un ingénieur voient un objet rond dans une formation nuageuse. L'objet prend une apparence elliptique, et disparaît en quelques secondes à toute vitesse.","",1952-10-13
https://rr0.org/time/1/9/5/2/10/index.html#1952-10-15T19:00,"Le Vigan (Gard, France)",,,,,,,,,,,,,,,,"",place,,"",,1952-10-15T19:00,"le , des silhouettes dotées de casques et de masques sont aperçues à travers les hublots éclairés d'un objet jaune brillant, en forme de cigare, posé au sol. Longueur : 30 m; diamètre : 6 m. Partie avant arrondie, et une espèce de brouillard aux 2 extrémités de l'appareil.","Quincy,s6,"""",,,Anatomy 62,s7,""""""Vallée, Jacques"""""",,",1952-10-15T19:00
