url,place,time,description,sources,id,place.name,place.org.name,place.org.surname,place.org.title,place.org.time,place.org.deprecated,place.org.note,place.org.place,place.org.description,place.org.sources,place.org.notes,place.org.tags,place.org.image,place.org.id,place.org.dirName,place.org.url,place.org.events,place.org.type,place.org.parent,place.org.places,place.org.kind,place.place,place.org,place.place.name,place.place.surname,place.place.title,place.place.time,place.place.deprecated,place.place.note,place.place.place,place.place.description,place.place.sources,place.place.notes,place.place.tags,place.place.image,place.place.id,place.place.dirName,place.place.url,place.place.events,place.place.type,place.place.parent,place.place.locations,place.place.elevation,place.org.parent.name,place.org.parent.surname,place.org.parent.title,place.org.parent.time,place.org.parent.deprecated,place.org.parent.note,place.org.parent.place,place.org.parent.description,place.org.parent.sources,place.org.parent.notes,place.org.parent.tags,place.org.parent.image,place.org.parent.id,place.org.parent.dirName,place.org.parent.url,place.org.parent.events,place.org.parent.type,place.org.parent.parent.name,place.org.parent.parent.surname,place.org.parent.parent.title,place.org.parent.parent.time,place.org.parent.parent.deprecated,place.org.parent.parent.note,place.org.parent.parent.place,place.org.parent.parent.description,place.org.parent.parent.sources,place.org.parent.parent.notes,place.org.parent.parent.tags,place.org.parent.parent.image,place.org.parent.parent.id,place.org.parent.parent.dirName,place.org.parent.parent.url,place.org.parent.parent.events,place.org.parent.parent.type,place.org.parent.parent.parent.name,place.org.parent.parent.parent.surname,place.org.parent.parent.parent.title,place.org.parent.parent.parent.time,place.org.parent.parent.parent.deprecated,place.org.parent.parent.parent.note,place.org.parent.parent.parent.place,place.org.parent.parent.parent.description,place.org.parent.parent.parent.sources,place.org.parent.parent.parent.notes,place.org.parent.parent.parent.tags,place.org.parent.parent.parent.image,place.org.parent.parent.parent.id,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.url,place.org.parent.parent.parent.events,place.org.parent.parent.parent.type,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/5/2/08/index.html#1952-08-01,Lancaster (Californie),,,,,,,,,,,,,,,,,"",place,,"",,1952-08-01,"le en août 1952 à 01:14 A , des officiers du sheriff et d'autres personnes, dont un nommé Mallette, observent 2 lumières rouges brillantes stationner et effectuer des manœuvres durant 5 mn. A Bellefontaine (Ohio), observation. Près de Yaak (Montana), un radar de l'ADC repère un objet non-identifié, visuellement observé comme un cigare sombre. À Sharonville (Ohio) un disque blanc brilliant est observé à basse altitude. D'autres signalent un objet ovale. À Albuquerque (Nouveau-Mexique), Scripps-Howard, Staff Writer, observe des ovnis changer de position en formation.","Cas Blue Book n° 1771 non expliqué,s1,"""",,,Robertson,s2,"""",LB,",1952-08-01
https://rr0.org/time/1/9/5/2/08/index.html#1952-08-02T03:00,lac Charles (Louisiane),,,,,,,,,,,,,,,,,"",place,,"",,1952-08-02T03:00,"le Au , le 1er lieutenant de l'USAF W. A. Theil et un autre homme observent une boule rouge avant une queue de flamme bleue voler horizontalement durant 3 à 4 s.","Cas Blue Book n° 1783 non expliqué,s3,"""",,",1952-08-02T03:00
https://rr0.org/time/1/9/5/2/08/index.html#1952-08-03,Hamilton (Californie),,,,,,,,,,,,,,,,,"",place,,"",,1952-08-03,"le A la base USAF de , des pilotes au sol, le radar et des aiguilleurs du ciel repèrent 2 disques argentés se comportant comme dans un combat de chiens.","",1952-08-03
https://rr0.org/time/1/9/5/2/08/index.html#1952-08-04,Phoenix (Arizona),,,,,,,,,,,,,,,,,"",place,,"",,1952-08-04,"le en août 1952 à 02:20 A , l'A. de 3ᵉ classe de l'USAF W. F. Vain observe une boule jaune s'allonger et se contracter en une forme plate, voler horizontalement durant 5 mn. en août 1952 à 11:37 A Mount Vernon (New York), une femme et 2 enfants observent durant 2 h un objet de la forme de bouée ou de beignet émettre une fumée noire de son sommet et effectuer un ar de 15' en 1,5 mn. M. H. Siret fait à nouveau part de ses observations de plusieurs objets suspects.","Cas Blue Book n° 1812 non expliqué,s4,"""",,,Cas Blue Book n° 1813 non expliqué,s5,"""",,",1952-08-04
https://rr0.org/time/1/9/5/2/08/index.html#1952-08-05,Haneda (Japon),,,,,,,,,,,,,,,,,"",place,,"",,1952-08-05,"le en août 1952 à 23:30 A la base USAF de , le radar du F-94 de l'USAF piloté par les 1er lieutenants W. R. Holder et A. M. Jones détecte un objet durant 90 s. Les opérateurs de la tour de contrôle de Haneda observent quant à eux et durant 50 à 60 mn une forme sombre avec une lumière voler jusqu'à 330 noeuds (380 miles/h), rester stationnaire, effectuer des courbes ainsi que diverses manœuvres. A Baltimore (Maryland), l'astronome James Bartlett voit pendant une observation diurne de Vénus le vol de 2 disques d'un diamètre de 30 mn d'arc, passer au-dessus de lui vers le sud, puis tourner vers l'est. Puis 2 autres disques avec des protrusions semblables à des dômes au centre. Auparavant sceptique, Bartlett dira : Les ovnis existent bien. Ils sont un type de mécanisme, d'appareil contrôlé, d'origine inconnue.","Cas Blue Book n° 1827 non expliqué,s6,"""",,,Robertson,s7,"""",LB,",1952-08-05
https://rr0.org/time/1/9/5/2/08/index.html#1952-08-06,Toyko (Japon),,,,,,,,,,,,,,,,,"",place,,"",,1952-08-06,"le A , suite des observations de Haneda. Observation à Belleville (Michigan). Observation à Port Austin (Michigan). A Kerkrade (Hollande), un ingénieur en design de la Marine voit 2 objets de forme discoïdale avec des superstructures.","Cas Blue Book n° 1841 non expliqué,s8,"""",,,Cas Blue Book n° 1843 non expliqué,s9,"""",,,Cas Blue Book n° 1845 non expliqué,s10,"""",absent du dossier officiel,",1952-08-06
https://rr0.org/time/1/9/5/2/08/index.html#1952-08-07,"Andrew-Field (Washington, D. C.)",,,,,,,,,,,,,,,,,"",place,,"",,1952-08-07,"C'est la vie du 7, titrant sur Le secret du V-7, soucoupe volante n° 1 qui serait partagé par russes et américains, photos à l'appui. le Vague de disques perturbant les radars d'. en août 1952 à 09:08 A San Antonio (Texas), Melle Susan Pfuhl observe durant 70 mn 4 disques blanc lumineux. L'un effectue un tour à 180°, un autre se déplace horizontalement, un 3ème vire de bord, et le dernier effectue des cercles. En Vendée (France), observation d'un disque émettant des lueurs blanches bleutées","Cas Blue Book n° 1855 non expliqué,s11,"""",,,Les Soucoupes Volantes viennent d'un autre monde,s12,""""""Guieu, J."""""",""1954 < Choloux, Jérôme: """"Les ovnis de Vendée"""", Les Mystères de Vendée"",2007",1952-08-07
https://rr0.org/time/1/9/5/2/08/index.html#1952-08-09T10:50,Lake Charles     (Louisiane),,,,,,,,,,,,,,,,,"",place,,"",,1952-08-09T10:50,"le A la base de l'USAF de , l'A. de 3ème classe de l'USAF J. P. Raley observe pendant 5 à 6 mn un objet en forme de disque voler très rapidement et rester stationnaire durant 2 s.","Cas Blue Book n° 1870 non expliqué,s13,"""",,",1952-08-09T10:50
https://rr0.org/time/1/9/5/2/08/index.html#1952-08-13,Dallas (Texas),,,,,,,,,,,,,,,,,"",place,,"",,1952-08-13,"le La nuit 68 ovnis sillonnent le ciel au-dessus de Washington. On les suit au radar. Des pilotes de ligne signalent qu'ils s'approche de leur avion. Un service officiel publiera une brochure consacrée aux événements de cette nuit-là. A , un chef-pilote de ligne poursuit une lumière effectuant des manœuvres. A Tucson (Arizona), un officier de l'USAF observe des objets brillants en formation. en août 1952 à 21:45 A Tokyo (Japon), le major D. McGough, pilote et marine de l'USAF, observe une lumière orange voler selon une orbite vers la gauche à 8000 pieds et à une vitesse de 230 miles/h. L'objet descend en vrille jusqu'à 1500 pieds, reste stationnaire 2 à 3 mn, pour finalement s'éloigner. Une tentative d'interception est soldée par un échec.","""A Preliminary Study of Unidentified Targets Observed on Air Traffic Control Radars"",s15,""""""Borden, Richard C. (Electronics Division)"""",""""Vickers, Tirey K. (Navigation Aids Evaluation Division Technical Development)"""""",""Report n° 180, Civil Aeronautics Administration Technical Development and Evaluation Center, Indianapolis (Indiana), mai 1953 < Edwards, Frank: """"Que se passe-t-il ici ?"""", chap. 1 de Soucoupes Volantes - Affaire sérieuse, p. 12"",,Cas Blue Book n° 1889 non expliqué,s16,"""",,",1952-08-13
https://rr0.org/time/1/9/5/2/08/index.html#1952-08-14,Ely (Nevada),,,,,,,,,,,,,,,,,"",place,,"",,1952-08-14,le 16 corps seraint récupérés suite à un crash à.,"",1952-08-14
