description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.org._parent,place.org.events,place.org.id,place.org.kind,place.org.places,place.org.type,place.org._parent._parent._parent._parent,place.org._parent._parent._parent.events,place.org._parent._parent._parent.id,place.org._parent._parent._parent.kind,place.org._parent._parent._parent.places,place.org._parent._parent._parent.type,place.org._parent._parent.events,place.org._parent._parent.id,place.org._parent._parent.kind,place.org._parent._parent.places,place.org._parent._parent.type,place.org._parent.events,place.org._parent.id,place.org._parent.kind,place.org._parent.places,place.org._parent.type,place.org._parent._parent._parent,place.org._parent._parent
en,"",sighting,1958-01$,,"",1958-01,event,https://rr0.org/time/1/9/5/8/index.html#1958-01
en,"",sighting,1958-02$,,"",1958-02,event,https://rr0.org/time/1/9/5/8/index.html#1958-02
en,"",sighting,1958-03$,,"",1958-03,event,https://rr0.org/time/1/9/5/8/index.html#1958-03
en,"",sighting,1958-04$,,"",1958-04,event,https://rr0.org/time/1/9/5/8/index.html#1958-04
en,"",sighting,1958-05$,,"",1958-05,event,https://rr0.org/time/1/9/5/8/index.html#1958-05
en,"",sighting,1958-06$,,"",1958-06,event,https://rr0.org/time/1/9/5/8/index.html#1958-06
"en à en août 4 appareils s'écrasent après être entrés en collision avec un objet inconnu. Des observations des témoins, il ressort que ces drames ont été provoqués par de brusque chocs contre quelque chose d'invisible, suivis d'une grande lueur.","",sighting,1958-06$,,"",1958-06,event,https://rr0.org/time/1/9/5/8/index.html#1958-06
en,"",sighting,1958-08$,,"",1958-08,event,https://rr0.org/time/1/9/5/8/index.html#1958-08
en,"",sighting,1958-09$,,"",1958-09,event,https://rr0.org/time/1/9/5/8/index.html#1958-09
en,"",sighting,1958-10$,,"",1958-10,event,https://rr0.org/time/1/9/5/8/index.html#1958-10
en,"",sighting,1958-11$,,"",1958-11,event,https://rr0.org/time/1/9/5/8/index.html#1958-11
en,"",sighting,1958-12$,,"",1958-12,event,https://rr0.org/time/1/9/5/8/index.html#1958-12
Le major Robert J. Friend est nommé directeur du projet Blue Book en remplacement du capitaine George T. Gregory.,"",sighting,1958$,,"",1958,event,https://rr0.org/time/1/9/5/8/index.html
Richard H. Hall intègre le NICAP.,"",sighting,1958$,,"",1958,event,https://rr0.org/time/1/9/5/8/index.html
"Le Ministère de l'Air Français décide de ne plus encourager le recueil des témoignages d'ovnis (...) parce qu'il résulte qu'aucun acte d'agressivité, soit à l'encontre des personnes ou des biens civils ou militaires n'a été constaté.","",sighting,1958$,,"",1958,event,https://rr0.org/time/1/9/5/8/index.html
"Publication du livre d'Aimé Michel, Mystérieux Objets Célestes (MOC), dans lequel le général Lionel Max Chassin admet l'existence des ovnis.","",sighting,1958$,,"",1958,event,https://rr0.org/time/1/9/5/8/index.html
