description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
en,"",sighting,1982-01$,,"",1982-01,event,https://rr0.org/time/1/9/8/2/index.html#1982-01
en,"",sighting,1982-02$,,"",1982-02,event,https://rr0.org/time/1/9/8/2/index.html#1982-02
"Printemps Peter A. Sturrock annonce la fondation de la SSE. en en avril en mai le lundi 10 mai , une personne observe dans le ciel pendant 45 secondes un panneau rectangulaire, scintillant selon son exposition au soleil. Sa trajectoire nord-sud est constante. Le phénomène disparaît dans le paysage. vers le dimanche 16 mai à 03:45 À Suippes (Marne), des témoins observent un objet ayant la forme d'une demie-lune avec 2 traits pointant vers l'avant. Cet objet est de couleur orangé et ne fait aucun bruit. Les témoins se déplacent et semblent suivis par l'objet qui avance par bonds et à grande vitesse. L'objet s'immobilise dans le ciel avant de disparaître.","",sighting,1982-03$ASeyssinetParisetIsere,,,"",,"",A Seyssinet-Pariset (Isère),"",place,"""GEPAN"","""",s1,"""",,PAN classé C,""GEPAN"","""",s2,"""",,PAN classé D",1982-03,event,https://rr0.org/time/1/9/8/2/index.html#1982-03
en,"",sighting,1982-06$,,"",1982-06,event,https://rr0.org/time/1/9/8/2/index.html#1982-06
en,"",sighting,1982-07$,,"",1982-07,event,https://rr0.org/time/1/9/8/2/index.html#1982-07
"en vers le vendredi 6 août à 20 h A , 1 automobiliste observe durant P3M un objet ovoïde gris métallique de 2 m de diamètre. L'objet est à environ 20 m du sol et se déplace du nord au sud sans aucun bruit. le jeudi 26 août dans la nuit, une lumière étrange survole l'arbre où est caché José Batista Lima (40 ans, surnommé José do Ramao), à l'affût du gibier dans la région de Parnarama. le vendredi 27 août Le matin, on retrouve par terre José Batista Lima, hébété et agonisant. Son cou porte des marques circulaires violacées.","",sighting,1982-08$RouenSapinsSeineMaritime,,,"",,"",Rouen-Sapins (Seine Maritime),"",place,"""GEPAN"","""",s3,"""",,PAN classé D,""""""Vallée, J."""""","""",s4,"""",,",1982-08,event,https://rr0.org/time/1/9/8/2/index.html#1982-08
en,"",sighting,1982-09$,,"",1982-09,event,https://rr0.org/time/1/9/8/2/index.html#1982-09
en,"",sighting,1982-10$,,"",1982-10,event,https://rr0.org/time/1/9/8/2/index.html#1982-10
"en en 19 A , un automobiliste et son passager aperçoivent dans le ciel des boules lumineuses rouges se déplaçant à vitesse variable.","",sighting,1982-11$RouenSeineMaritime,,,"",,"",Rouen (Seine Maritime),"",place,"""GEPAN"","""",s5,"""",,PAN classé C",1982-11,event,https://rr0.org/time/1/9/8/2/index.html#1982-11
"en en 31 Observations à et Lake Carmel (comté de Putnam), constituant le début de la vague de la vallée d'Hudson.","",sighting,1982-12$KentCarmel,,,"",,"",Kent (Carmel),"",place,"""""""Hynek, Imbrogno"""",Pratt"","""",s6,"""",,Night Siege",1982-12,event,https://rr0.org/time/1/9/8/2/index.html#1982-12
"Aux USA, lors d'une série d'enlèvements, de l'âge de 8 à 30 ans, Barbara Schutte : Les êtres ênèrent, implantèrent quelque chose dans sa tête, et lui dirent par télépathie qu'elle avait un travail important à faire pour eux","",sighting,1982$,,""""","""",s7,"""",,Bullard",1982,event,https://rr0.org/time/1/9/8/2/index.html
Fin de l'année Le 1er escadron de chasseurs furtifs part depuis Groom Lake vers les nouvelles installations de la Zone d'Essai de Tonopah.,"",sighting,1982$,,"""""""Rich, Ben R."""""","""",s8,"""",,Skunk Works,"""","""",s9,"""",,Peebles",1982,event,https://rr0.org/time/1/9/8/2/index.html
