caseNumber,url,city,state,country,dateTime,shape,summary,reportDate,postDate,image
10129,https://nuforc.org/sighting/?id=10129,Bridgeport,CT,USA,1977-05-01 00:00,Disk,"The craft was HUGE!  Its diameter was big enough to fit a couple of good sized houses under it.  Had windows, all the way around the to",1999-10-05T22:00:00.000Z,1999-10-18T22:00:00.000Z,false
13317,https://nuforc.org/sighting/?id=13317,Los Angeles,CA,USA,1977-05-28 21:00,Cigar,I was only 6 but I'll never gorget the silent metal stick that silently flew over me as I waited in the car that night on my birthday. ,2000-07-04T22:00:00.000Z,2000-07-10T22:00:00.000Z,false
16421,https://nuforc.org/sighting/?id=16421,Jacksonville,AR,USA,1977-05-01 00:00,Triangle,"Luminious at a distance, very fire like ( massive blaze, orangish-red glow, turning amber up close. Very quiet. Triangular shape,",2001-02-10T23:00:00.000Z,2001-02-17T23:00:00.000Z,false
16502,https://nuforc.org/sighting/?id=16502,Freeland,MI,USA,1977-05-01 21:30,Other,stelth looking object. No sound & it hovered just 100-150 feet above us. Lights in a sequence on bottom.,2001-02-15T23:00:00.000Z,2001-02-17T23:00:00.000Z,false
22935,https://nuforc.org/sighting/?id=22935,Watertown,NY,USA,1977-05-29 23:30,Cigar,My friend and I were on our way to my summer place in Canada and had pulled off I-81 for a rest stop. We were looking at how beautiful ,2002-05-19T22:00:00.000Z,2002-06-11T22:00:00.000Z,false
23003,https://nuforc.org/sighting/?id=23003,Yazoo City,MS,USA,1977-05-01 17:00,Oval,Two oval crafts with amber colored lights seen in1977.,2002-05-23T22:00:00.000Z,2002-06-11T22:00:00.000Z,false
23168,https://nuforc.org/sighting/?id=23168,Kilmarnock (UK/England),,United Kingdom,1977-05-15 02:00,,Whisper quiet hovering craft.,2002-06-05T22:00:00.000Z,2002-06-11T22:00:00.000Z,false
23233,https://nuforc.org/sighting/?id=23233,Palatine,IL,USA,1977-05-01 19:00,Oval,"Oval shaped object flies over Palatine, while it hoovers; over a private school called: Little City.",2002-06-09T22:00:00.000Z,2002-06-11T22:00:00.000Z,false
23359,https://nuforc.org/sighting/?id=23359,Salem,OR,USA,1977-05-15 00:00,Cigar,"Slowly moving cigar-shaped object with unusual flashing lights seen in Salem, OR in 1970's.",2002-06-18T22:00:00.000Z,2002-06-30T22:00:00.000Z,false
29269,https://nuforc.org/sighting/?id=29269,Meridian,ID,USA,1977-05-28 00:00,Disk,"It passed over our house and the other houses dead center of them at such a slow speed, I couldn`t figure how it could stay in the air,",2003-06-17T22:00:00.000Z,2003-06-17T22:00:00.000Z,false
29271,https://nuforc.org/sighting/?id=29271,Meridian,ID,USA,1977-05-28 00:01,Disk,"It passed over our house and the other houses dead center of them at such a slow speed, I couldn`t figure how it could stay in the air,",2003-06-17T22:00:00.000Z,2003-07-15T22:00:00.000Z,false
30517,https://nuforc.org/sighting/?id=30517,Elmont,VA,USA,1977-05-15 08:00,Disk,silver disk near Elmont Elementary School in 1977,2003-08-03T22:00:00.000Z,2003-08-03T22:00:00.000Z,false
32174,https://nuforc.org/sighting/?id=32174,Lake Guadalupe (Mexico),,Mexico,1977-05-13 13:00,,It was silent and metalic and reflective.,2003-10-10T22:00:00.000Z,2003-10-14T22:00:00.000Z,false
34210,https://nuforc.org/sighting/?id=34210,Denver,CO,USA,1977-05-01 22:00,Light,"two lazer like lights, one 6-12 inches off the ground, one dollar sized on the ground.",2003-12-28T23:00:00.000Z,2004-01-16T23:00:00.000Z,false
39255,https://nuforc.org/sighting/?id=39255,Marana,AZ,USA,1977-05-22 20:00,Orb,That's NOT the moon!,2004-09-11T22:00:00.000Z,2004-09-28T22:00:00.000Z,false
41210,https://nuforc.org/sighting/?id=41210,Des Plaines,IL,USA,1977-05-01 19:00,Oval,Grandma's UFO,2004-12-20T23:00:00.000Z,2005-01-18T23:00:00.000Z,false
41311,https://nuforc.org/sighting/?id=41311,Kemah,TX,USA,1977-05-10 01:00,Light,A white "star" in the sky began to spiral and zig zag in the sky then zoomed off and  disappeared.,2004-12-29T23:00:00.000Z,2005-01-18T23:00:00.000Z,false
43041,https://nuforc.org/sighting/?id=43041,Minneapolis,MN,USA,1977-05-15 23:00,Unknown,The red and green lights were in a triangular configuration and just hovered above the airport with no sound,2005-03-16T23:00:00.000Z,2005-04-15T22:00:00.000Z,false
52465,https://nuforc.org/sighting/?id=52465,Marshall,IL,USA,1977-05-25 01:00,Cigar,totally black object in the sky,2006-09-12T22:00:00.000Z,2006-10-29T23:00:00.000Z,false
56486,https://nuforc.org/sighting/?id=56486,none,FL,USA,1977-05-01 01:00,Sphere,USS John F. Kennedy:  Fireball and siver object viewed from  U.S. Navy aircraft carrier,2007-04-30T22:00:00.000Z,2007-06-11T22:00:00.000Z,false
57407,https://nuforc.org/sighting/?id=57407,Winamuccha,NV,USA,1977-05-01 20:25,Cigar,"I saw  a  vehicle from another planet in May of 1977,",2007-07-01T22:00:00.000Z,2007-08-06T22:00:00.000Z,false
63701,https://nuforc.org/sighting/?id=63701,Kinder,LA,USA,1977-05-08 16:00,Sphere,Multiple Daytime sighting of silver spheres.,2008-06-03T22:00:00.000Z,2008-06-11T22:00:00.000Z,false
64106,https://nuforc.org/sighting/?id=64106,Bhandara (near Nagpur) (India),,India,1977-05-01 19:00,,"Orange ball, fast moving at low altitude with no sounds",2008-06-23T22:00:00.000Z,2008-07-04T22:00:00.000Z,false
85455,https://nuforc.org/sighting/?id=85455,Bratenhaul,OH,USA,1977-05-30 10:00,Disk,"Police, myself and others stood 200 feet from UFO in Bratenaul, Ohio",2011-11-22T23:00:00.000Z,2011-12-11T23:00:00.000Z,false
93243,https://nuforc.org/sighting/?id=93243,Mettacahonts,NY,USA,1977-05-23 21:00,Circle,Circular object with many lights moving very slowly at low height over rural upstate New York in the late 1970s,2012-09-30T22:00:00.000Z,2012-10-29T23:00:00.000Z,false
173049,https://nuforc.org/sighting/?id=173049,Mt Ary,IA,USA,1977-05-01 23:00,Other,3 lights stationary high above then immediately gone.,2022-11-14T23:00:00.000Z,2022-12-21T23:00:00.000Z,false
