description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"en le samedi 1 janvier Une nouvelle de la série Tom Swift et [une invention], cette fois avec le ""Nuage Rouge"" un énorme dirigeable doté d'ailes de biplan Si la merveilleuse machine volante est bien le fruit du cerveau de Tilinghast... ce gentleman a raison de vouloir garder le secret. Comparée à son invention, la machine volante des frères Wright, considérés jusqu'ici comme les chefs de file de l'aéronautique, semble bien rudimentaire.... Tilinghast riposte en annonçant qu'il présentera sa machine au salon aérien de Boston en février... mais en fait on ne la verra jamais. le mercredi 12 janvier A , un mystérieux appareil aérien blanc est observé passer au-dessus de la ville, venant du sud. le jeudi 13 janvier A Chattanooga (Tennessee), un appareil semblable à celui de la veille est vu allant vers le nord. vers le vendredi 14 janvier à 12 h A Chattanooga (Tennessee), un appareil semblable à celui de la veille est vu venant du nord et allant vers le sud-est, disparaissant au-dessus de Missionary Ridge. le samedi 15 janvier le soir A Paragould (Arkansas), des milliers de personnes voient un grand aéronef, transportant 3 ou 4 passagers, et une sorte de phare puissant à 1000 pieds, tournant un moment au-dessus du sud de la ville. le jeudi 20 janvier [les citoyens de] Winnipeg [furent] effarés par une comète (Il s'agit de la comète de Halley) flamboyante : un corps céleste d'apparence extraordinaire devient visible dans le ciel de l'Ouest : observé par des citoyens : considéré être de 1ère magnitude -- les astronomes sont mystifiés par l'apparition soudaine. Saltcoats, Sask., Jan. 21 - La comète était pleinement visible ici la nuit dernière au sud-ouest et fut vue à nouveau cette nuit à peu près au mêêroit, mais plus tard environ. Elle fut visible pendant seulement quelques minutes en raison d'un banc des nuages obstruant la vue en 23 A Invercargill (Nouvelle Zélande), plusieurs témoins, dont le curé, le maire et un policier, ont vu 1 objet en forme de cigare qui planait à une altitude de 30 m. Un homme apparaît à une porte latérale, et on l'entend crier quelques mots dans une langue inconnue. L'ouverture se referme, l'objet accéléra et on le perdit de vue.","",sighting,1910-01$ChattanoogaTennessee,,,"",,"",Chattanooga (Tennessee),"",place,""""","""",s1,"""",,""MysteriousAir Craft Is Seen"","""","""",s2,"""",,""Mysterious Air Craft Is Seen"","""","""",s3,"""",,""Mysterious Air Craft Is Seen"","""","""",s4,"""",,Gazette de Paragould (Arkansas) < ""Passed Over Paragould"","""","""",s5,"""",,Winnipeg Free Press,"""","""",s6,"""",,,"""","""",s7,"""",,,"""","""",s8,"""",,Télégramme de Saltcoats,"""","""",s9,"""",,Stuart",1910-01,event,https://rr0.org/time/1/9/1/0/index.html#1910-01
Photographie prise en France Photographie (ci-contre) de l'entrée n° 5 dans la Course de la Coupe Catalane sur une piste en France. Un objet étrange et non identifié semble se dégager au-dessus des arbres surplombant les spectateurs. On ne sait si le photographe a vu l'objet et s'il a voulu l'avoir sur sa photo.,"",sighting,1910$,,"",1910,event,https://rr0.org/time/1/9/1/0/index.html
"Près de , lors du voyage de Port Talbot à Bastis, le paquebot Trafalgar est frôlé par un bolide qui le magnétise, l'enveloppant d'une lueur bleutée.","",sighting,1910$WolfRock,,,"",,"",Wolf Rock,"",place,""""","""",s10,"""",,""Article sur l'incident de Trafalgar""",1910,event,https://rr0.org/time/1/9/1/0/index.html
"en le mercredi 4 mai dans la soirée Le docteur I. Plemely, professeur de mathématiques à , voit un corps céleste brillant approcher depuis le Sud avec une vitesse croissante. L'objet monte 40 ° et après avoir réduit de vitesse s'en va vers le Nord-Nord-Ouest, disparaissant dans un nuage à une élévation de 20 °. L'objet a brillé durant. Le professeur van Hepperberg de Vienne calculera les détails paraboliques sur la base de 3 positions que l'observateur dessinera et arrivera à la conclusion qu'il a pu avoir un diamètre de 100 m. Victor Anestin, rédacteur-en-chef du magazine scientifique Orion dans lequel le récit apparaît, met en avant le fait que l'objet ne pouvait être uêe (méteore) en raison des éléments de vitesse, décélération, changement de direction, angle de chute de 45 à 20 °, disparition et ascension, etc.. le jeudi 26 mai Le docteur Prudhomme, médecin exerçant à Nancy (France) voit, comme 3 autres témoins, une chose comparable se déplacer lentement et silencieusement dans le ciel. Il déclare que certains changements brusques dans le déplacement de cette lumière semblaient dûs à un gouvernail.","",sighting,1910-05$CirnovtiURSS,,,"",,"",Cirnovti (URSS),"",place,""""","""",s11,"""",,Hobana",1910-05,event,https://rr0.org/time/1/9/1/0/index.html#1910-05
"en en 23 A , un couple voit une machine les survoler. Un inventeur du coin est soupçonné, avec l'espérance qu'il rende le village célèbre.","",sighting,1910-06$ClydeNewYork,,,"",,"",Clyde (New York),"",place,""""","""",s12,"""",,""Mysterious Airship Report Gives Clyde Aviation Fever""",1910-06,event,https://rr0.org/time/1/9/1/0/index.html#1910-06
"en le samedi 9 juillet la nuit À , 2 hommes voient un ""aéroplane"" survoler la ville à grande vitesse. le dimanche 17 juillet après-midi A Chateaugay (New York), un certain nombre de résidents voient un phénomène passer au-dessus du village, voguant très rapidement vers le nord-est. Ils ne savent dire s'il s'agit d'un aéronef ou d'un ballon.","",sighting,1910-07$DenverColorado,,,"",,"",Denver (Colorado),"",place,""""","""",s13,"""",,""Denver People See Mysterious Aeroplane"","""","""",s14,"""",,""Home Matters""",1910-07,event,https://rr0.org/time/1/9/1/0/index.html#1910-07
"en On évoque les essais du monoplan de Blériot à Didsbury pour expliquer les observations récentes. le mercredi 27 juillet le matin Près du , un fermier est effrayé par un objet dans le ciel.","",sighting,1910-10$lacBadwater,,,"",,"",lac Badwater,"",place,""""","""",s15,"""",,""Flying Machine Tried In Alberta"","""","""",s16,"""",,""Saw Airship At Grassy Lake""",1910-10,event,https://rr0.org/time/1/9/1/0/index.html#1910-10
"en le une heure plus tard A , 1 machine volante transportant des lumières rouge et verte à l'extrémité arrière et un projecteur puissant est vue survolant la ville. le mercredi 23 novembre tôt le matin A Wichita (Kansas), un aéronef passe au-dessus de la ville vers le sud-est tôt à une vitesse estimée de 30 miles/h, à 300 pieds de haut, avec son pilote est clairement visible.","",sighting,1910-11$SwiftCurrentSaskatchewanCanada,,,"",,"","Swift Current (Saskatchewan, Canada)","",place,""""","""",s17,"""",,""Flying Dutchman Crosses Canada"","""","""",s18,"""",,""Mysterious Airship Sighted in Kansas""",1910-11,event,https://rr0.org/time/1/9/1/0/index.html#1910-11
"Un grand objet en forme de cigare est observé au-dessus de et Chattanooga (Tennessee), éclairant les villes de son projecteur puissant.","",sighting,1910$HuntsvilleAlabama,,,"",,"",Huntsville (Alabama),"",place,""""","""",s19,"""",,",1910,event,https://rr0.org/time/1/9/1/0/index.html
"Dans la ville de , en 1910, une ligne d'empreintes de pas humaines fut trouvée dans du granite qui fut formé des millions d'années avant que l'homme apparaisse sur la Terre...","",sighting,1910$GravelbourgDuSaskatchewan,,,"",,"",Gravelbourg du Saskatchewan,"",place,"""""""Dash, Mike, Borderlands"""""","""",s20,"""",,the ultimate exploration of the unknown. New York: Dell Publishing",1910,event,https://rr0.org/time/1/9/1/0/index.html
