url,place,time,description,sources
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,Début de la guerre du Kippour.,""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,Le policier du Mississippi Charles Deck poursuit un ovni avec sa voiture.,""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,Observation de Noël Jean et de son beau-frère sur la plage de Carteret (Normandie).,""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,"À Pascagoula (Mississipi), Larry Booth signale avoir vu un ovni. Le soir Dans la région de Pascagoula (Mississipi), de nombreux télespectateurs téléphonent pour signaler des interférences sur leur poste de télévision. 21:00 A Pascagoula (Mississipi), enlèvement de Charles Hickson et Calvin Parker. A Hartwell (Georgie), un ancien pasteur méthodiste roule en voiture sur une nationale lorsqu'il voit soudain un ovni atterrir en face de lui. Il aperçoit des occupants, habillés de gris argent. Le cliché pris par le shérif de Falkville A Falkville (Alabama), une femme téléphone au chef de la police locale pour lui signaler qu'un engin spatial vient d'atterrir dans un champ, près de chez elle. Celui-ci se rend rapidement sur les lieux, mais ne voit rien à l'endroit indiqué. Par contre, dans un chemin latéral, il rencontre une créature habillée de gris argent. Il prend 4 photos au Polaroïd. Les clichés montrent une créature qui semble être habillée de papier aluminium. La créature s'enfuit à toute allure.",""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,"1973-10-15 04:00 Un conducteur de taxi de Gulfport (Mississippi) voit ovni bleu oblong atterrir à 300 pieds devant sa voiture, provoquant des effets électromagnétiques et faisant caler sa voiture. Il entend taper sur son pare-brise et voit des pinces comme celles d'un crabe et 2 points brillants qui pourraient être des yeux s'endort dans son véhicule. Pour se trouver une excuse, il profite de la vague d'observations nationale et raconte l'histoire Webb: The Humanoids, year 1973. 1973-10-15 19:30 À Connersville (Indiana), 5 hommes de la D & M Dishwashing Manufacturing Co. voient 1 objet rond au-dessus de la zone d'essais AVCO. Ils courent à l'installation pour le dire aux autres et un total de 45 le regardent. L'objet descend dans les arbres et s'élève à nouveau pour s'envoler au loin vers le nord-est. L'objet avait des lumières jaunes et bleues se reflétant sur l'argent ""NICAP-APRO Evaluate UFO Cases for National Enquirer Panel"", NICAP UFO Investigator, février 1974.",""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,"Le général George S. Brown relate un incident du début de l'été 1968 à une conférence de presse en Illinois. À Greenfield, près de Middletow et dans le comté de Coshocton (Ohio), des dizaines de personnes, dont des policiers, signalent voir des lumières blanches non identifiées ""Ohioans report dozens of UFOs"", The Columbus Citizen Journal, 17 octobre 1973, p. 1. L'Agence de Presse Tass indique que des scientifiques soviétiques écoutent des signaux radio inhabituels — jamais entendus auparavant — arrivant sous forme de pulsations après des intervalles de temps définis, durant plusieurs mn et répétés plusieurs fois par jour Sullivan, Walter : ""Strange Radio Pulses Reported by Moscow"", New York Times, 17 octobre 1973. La nuit 3 créatures argentées repérées le long de l'U.S. 35 près de Xenia. Elles se révéleront être des jeunes enveloppés de feuilles d'aluminum pour faire une blague ""Sky-Gazer sees probability of extraterrestrial life"", Columbus Citizen Journal, 18 octobre 1973.",""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,"À Pine (Louisiane), des adjoints du sheriff poursuivent 5 phénomènes volants orange-rougeâtres sur 12 miles à travers les bois ""UFO Sightings, Information Still Mounting"", The Crescent-News de Defiance (Ohio), mercredi 17 octobre 1973.",""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,"A Falkville (Alabama), enquêtant sur un signalement d'ovni, le préfet de police Jeff Greeshaw réussit à photographier un objet sur la route. L'objet s'enfuit, distançant la voiture.",""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,"Près de Mansfield (Ohio), quasi-collision de l'hélicoptère de Lawrence Coyne avec un ovni. Un rapport officiel est rédigé.",""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,"G. D. et son amie montent à moto au lieu dit Le Malmont (nord de Draguignan, Var). Arrivés au sommet, ils aperçoivent une lueur orange dans le ciel qui avance lentement. La jeune fille prend peur et le couple redescend en ville. Le jeune homme rencontre un ami qui s'intéresse au phénomène ovni. Il lui en parle et un petit groupe de 4 passionnés se rend sur les lieux à bord de deux voitures. Arrivés au sommet, ils constatent une lueur blanche dans la végétation à 100 m d'eux puis que la table d'orientation surchauffe. Des bruits de branches cassées les attirent et ils voient une lueur rouge s'approcher. Elle provient d'une grande silhouette rougeâtre qui descend le chemin. Un sifflement modulé se fait entendre. Une des voitures est alors secouée violemment. C'est la panique. Tous se ruent dans les véhicules et démarrent, ils aperçoivent alors 3 grandes silhouettes casquées avant de redescendre le chemin en trombe. Ils reverront des jambes rouges traverser la route avant d'atteindre la ville en contrebas OVNI : le 1er dossier complet des rencontres rapprochées en France de Michel Figuet et Jean-Louis Ruchon, Alain Lefeuvre 1979, pp. 417 à 421 OVNI. Dimension autre de Lob et Gigi, Dargaud 1975 Résumé d'enquête de M.J.Chasseigne du 29 octobre 1973, LDLN n° 132 - février 1974 - couverture et pp. 15 à 20.",""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,"Les président et vice-président de la Société Astronomique de Long Island voient comme une boule rouge et à une extrêmité de l'objet 3 lumières clignotantes, 1 lumière blanche au centre et verte sur l'extrêmité gauche et rouge sur la droite UFO Investigator, décembre 1973 < ""NICAP-APRO Evaluate UFO Cases for National Enquirer Panel"", NICAP UFO Investigator, février 1974.",""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,Rencontre de Blackford County.,""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,Fondation de la Commission Trilatérale.,""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,Fin de la guerre du Kippour.,""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,"A Greenburg (Pennsylvanie), Stephen Polaski est l'un des 15 témoins à voir un ovni atterrir dans un champ. Polaski et 2 garçons courent voir et trouvent une créature ressemblant à une sorte de grand machin de 2 m de haut et sentant le caoutchouc brûlé.",""
https://rr0.org/time/1/9/7/3/10/index.html,,1973-10,"Dans le numéro de Pursuit, Hubert Malthaner, après une longue enquête sur le cube métallique découvert en 1885, indique que le fameux ""cube"" n'a en fait jamais disparu du musée de Salzbourg (comme on l'a cru en 1910), puisqu'il s'était en réalité toujours trouvé dans le musée régional de Vöcklabrück (Autriche). Il appuie ses dires d'une photographie du cube, montrant que celui-ci est loin d'être aussi articificiel d'apparence qu'on l'avait proclamé. Il indique enfin qu'une analyse faite en 1986 (1886 ?) au musée d'Histoire naturelle de Vienne avait établi que l'objet était simplement une masse de fonte. Enfin, il semble aussi que le cube n'a pas été retrouvé dans une mine, mais par un ouvrier d'une fonderie qui cassait des blocs de charbon Nolane, R. D. : 1998, pp. 15-16.",""
