description,events,id,place,sources,time,type,url,place.name,place.org,place.place.dirName,place.place.elevation,place.place.events,place.place.id,place.place.locations,place.org.dirName,place.org.events,place.org.id,place.org.kind,place.org.parent,place.org.places,place.org.type,place.place,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.kind,place.org.parent.parent.parent,place.org.parent.parent.places,place.org.parent.parent.type,place.org.parent.places,place.org.parent.type,place.org.parent.parent
le,"",1954-10-01,,"",1954-10-01,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-01
le,"",1954-10-02,,"",1954-10-02,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-02
le,"",1954-10-03,,"",1954-10-03,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-03
le,"",1954-10-04,,"",1954-10-04,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-04
le,"",1954-10-05,,"",1954-10-05,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-05
le,"",1954-10-06,,"",1954-10-06,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-06
le,"",1954-10-07,,"",1954-10-07,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-07
le,"",1954-10-08,,"",1954-10-08,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-08
le,"",1954-10-09,,"",1954-10-09,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-09
le,"",1954-10-10,,"",1954-10-10,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-10
le,"",1954-10-11,,"",1954-10-11,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-11
le,"",1954-10-12,,"",1954-10-12,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-12
le,"",1954-10-13,,"",1954-10-13,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-13
le,"",1954-10-14,,"",1954-10-14,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-14
le,"",1954-10-15,,"",1954-10-15,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-15
"le à le dimanche 17, observation d'ovni.","",1954-10-15,Kingfisher (Oklahoma),,,,"",,"",""""","""",s1,"""",,3269,",1954-10-15,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-15
le,"",1954-10-16,,"",1954-10-16,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-16
le,"",1954-10-17,,"",1954-10-17,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-17
le,"",1954-10-18,,"",1954-10-18,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-18
le,"",1954-10-20,,"",1954-10-20,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-20
le,"",1954-10-21,,"",1954-10-21,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-21
le,"",1954-10-22,,"",1954-10-22,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-22
le,"",1954-10-23,,"",1954-10-23,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-23
le,"",1954-10-24,,"",1954-10-24,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-24
le,"",1954-10-25,,"",1954-10-25,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-25
le,"",1954-10-26,,"",1954-10-26,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-26
le,"",1954-10-27,,"",1954-10-27,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-27
le,"",1954-10-28,,"",1954-10-28,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-28
le,"",1954-10-29,,"",1954-10-29,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-29
le,"",1954-10-30,,"",1954-10-30,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-30
le,"",1954-10-31,,"",1954-10-31,sighting,https://rr0.org/time/1/9/5/4/10/index.html#1954-10-31
"Dans la semaine de fin octobre à , Mme Vve Maurel rencontre une soucoupe volante sur le terrain du village de ""Canguetire"" (Longuetire). La soucoupe volante a la forme d'un grand bol et s'est posé dans un pré. Un individu tout couvert de poils sort. À la vue du témoin, il repart presque aussitôt.","",1954-10,Siran (Cantal),,,,"",,"",""""","""",s2,"""",""d'Aurillac, du 30 octobre 1954, p. 2 < Sider, Jean, Le dossier 1954 et l'imposture rationaliste, Ramuel, p. 222"",1997,L'Eveil du Cantal",1954-10,sighting,https://rr0.org/time/1/9/5/4/10/index.html
"Dans une région rurale française, un homme qui revient des champs avec son cheval doit lâcher la bride de l'animal qui est soulevé à 1 m du sol au passage d'un objet circulaire sombre qui survole leur chemin à grande vitesse.","",1954-10,,"",1954-10,sighting,https://rr0.org/time/1/9/5/4/10/index.html
