url,place,time,description,sources,id,place.name,place.org.name,place.org.surname,place.org.title,place.org.time,place.org.deprecated,place.org.note,place.org.place,place.org.description,place.org.sources,place.org.tags,place.org.image,place.org.id,place.org.dirName,place.org.url,place.org.events,place.org.type,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.name,place.place.surname,place.place.title,place.place.time,place.place.deprecated,place.place.note,place.place.place,place.place.description,place.place.sources,place.place.tags,place.place.image,place.place.id,place.place.dirName,place.place.url,place.place.events,place.place.type,place.place.locations,place.place.elevation,place.org.parent.name,place.org.parent.surname,place.org.parent.title,place.org.parent.time,place.org.parent.deprecated,place.org.parent.note,place.org.parent.place,place.org.parent.description,place.org.parent.sources,place.org.parent.tags,place.org.parent.image,place.org.parent.id,place.org.parent.dirName,place.org.parent.url,place.org.parent.events,place.org.parent.type,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.name,place.org.parent.parent.surname,place.org.parent.parent.title,place.org.parent.parent.time,place.org.parent.parent.deprecated,place.org.parent.parent.note,place.org.parent.parent.place,place.org.parent.parent.description,place.org.parent.parent.sources,place.org.parent.parent.tags,place.org.parent.parent.image,place.org.parent.parent.id,place.org.parent.parent.dirName,place.org.parent.parent.url,place.org.parent.parent.events,place.org.parent.parent.type,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.name,place.org.parent.parent.parent.surname,place.org.parent.parent.parent.title,place.org.parent.parent.parent.time,place.org.parent.parent.parent.deprecated,place.org.parent.parent.parent.note,place.org.parent.parent.parent.place,place.org.parent.parent.parent.description,place.org.parent.parent.parent.sources,place.org.parent.parent.parent.tags,place.org.parent.parent.parent.image,place.org.parent.parent.parent.id,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.url,place.org.parent.parent.parent.events,place.org.parent.parent.parent.type,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/1/0/index.html#1910-01,Chattanooga (Tennessee),,,,,,,,,,,,,,,,"",place,"",,1910-01,"le le lendemain Une nouvelle de la série Tom Swift et [une invention], cette fois avec le ""Nuage Rouge"" un énorme dirigeable doté d'ailes de biplan Si la merveilleuse machine volante est bien le fruit du cerveau de Tilinghast... ce gentleman a raison de vouloir garder le secret. Comparée à son invention, la machine volante des frères Wright, considérés jusqu'ici comme les chefs de file de l'aéronautique, semble bien rudimentaire.... Tilinghast riposte en annonçant qu'il présentera sa machine au salon aérien de Boston en février... mais en fait on ne la verra jamais. le mercredi 12 A , un mystérieux appareil aérien blanc est observé passer au-dessus de la ville, venant du sud. le jeudi 13 A Chattanooga (Tennessee), un appareil semblable à celui de la veille est vu allant vers le nord. le vendredi 14 A Chattanooga (Tennessee), un appareil semblable à celui de la veille est vu venant du nord et allant vers le sud-est, disparaissant au-dessus de Missionary Ridge. le samedi 15 le soir A Paragould (Arkansas), des milliers de personnes voient un grand aéronef, transportant 3 ou 4 passagers, et une sorte de phare puissant à 1000 pieds, tournant un moment au-dessus du sud de la ville. le jeudi 20 [les citoyens de] Winnipeg [furent] effarés par une comète (Il s'agit de la comète de Halley) flamboyante : un corps céleste d'apparence extraordinaire devient visible dans le ciel de l'Ouest : observé par des citoyens : considéré être de 1ère magnitude -- les astronomes sont mystifiés par l'apparition soudaine. Saltcoats, Sask., Jan. 21 - La comète était pleinement visible ici la nuit dernière au sud-ouest et fut vue à nouveau cette nuit à peu près au mêêroit, mais plus tard environ. Elle fut visible pendant seulement quelques minutes en raison d'un banc des nuages obstruant la vue 1910 23 h A Invercargill (Nouvelle Zélande), plusieurs témoins, dont le curé, le maire et un policier, ont vu 1 objet en forme de cigare qui planait à une altitude de 30 m. Un homme apparaît à une porte latérale, et on l'entend crier quelques mots dans une langue inconnue. L'ouverture se referme, l'objet accéléra et on le perdit de vue.","""MysteriousAir Craft Is Seen"",s1,"""",Daily Review de Decatur (Illinois),,""Mysterious Air Craft Is Seen"",s2,"""",Daily Review de Decatur (Illinois),,""Mysterious Air Craft Is Seen"",s3,"""",Daily Review de Decatur (Illinois),1910-01-15,Gazette de Paragould (Arkansas) < ""Passed Over Paragould"",s4,"""",Daily News de Galveston (Texas),,Winnipeg Free Press,s5,"""",""21 janvier < Many Mysteries by John Robert Colombo (c.2001 ISBN 189630804x Colombo & Company), p. 101"",,""Mysterious comet puzzles the world"" 22 janvier,s6,"""",,,""Comet alarms St. Peter's Indians"" 7 février,s7,"""",,,Télégramme de Saltcoats,s8,"""",""Saskatchewan, 22 janvier < Many Mysteries by John Robert Colombo (c.2001 ISBN 189630804x Colombo & Company), p. 104"",,Stuart,s9,"""",,",1910-01
https://rr0.org/time/1/9/1/0/index.html,,1910,Photographie prise en France Photographie (ci-contre) de l'entrée n° 5 dans la Course de la Coupe Catalane sur une piste en France. Un objet étrange et non identifié semble se dégager au-dessus des arbres surplombant les spectateurs. On ne sait si le photographe a vu l'objet et s'il a voulu l'avoir sur sa photo.,"",1910
https://rr0.org/time/1/9/1/0/index.html,Wolf Rock,,,,,,,,,,,,,,,,"",place,"",,1910,"Près de , lors du voyage de Port Talbot à Bastis, le paquebot Trafalgar est frôlé par un bolide qui le magnétise, l'enveloppant d'une lueur bleutée.","""Article sur l'incident de Trafalgar"",s10,"""",""Nieuwe Rotterdamse Courant de Rotterdam (Pays Bas), édition du soir"",1910-03-23",1910
https://rr0.org/time/1/9/1/0/index.html#1910-05,Cirnovti (URSS),,,,,,,,,,,,,,,,"",place,"",,1910-05,"le mercredi 4 dans la soirée Le docteur I. Plemely, professeur de mathématiques à , voit un corps céleste brillant approcher depuis le Sud avec une vitesse croissante. L'objet monte 40 ° et après avoir réduit de vitesse s'en va vers le Nord-Nord-Ouest, disparaissant dans un nuage à une élévation de 20 °. L'objet a brillé durant. Le professeur van Hepperberg de Vienne calculera les détails paraboliques sur la base de 3 positions que l'observateur dessinera et arrivera à la conclusion qu'il a pu avoir un diamètre de 100 m. Victor Anestin, rédacteur-en-chef du magazine scientifique Orion dans lequel le récit apparaît, met en avant le fait que l'objet ne pouvait être uêe (méteore) en raison des éléments de vitesse, décélération, changement de direction, angle de chute de 45 à 20 °, disparition et ascension, etc.. le jeudi 26 Le docteur Prudhomme, médecin exerçant à Nancy (France) voit, comme 3 autres témoins, une chose comparable se déplacer lentement et silencieusement dans le ciel. Il déclare que certains changements brusques dans le déplacement de cette lumière semblaient dûs à un gouvernail.","Hobana,s11,"""",I. & Julien Weverbergh archive,",1910-05
https://rr0.org/time/1/9/1/0/index.html#1910-06,Clyde (New York),,,,,,,,,,,,,,,,"",place,"",,1910-06,"1910 23 h A , un couple voit une machine les survoler. Un inventeur du coin est soupçonné, avec l'espérance qu'il rende le village célèbre.","""Mysterious Airship Report Gives Clyde Aviation Fever"",s12,"""",Post-Standard de Syracuse (New York),",1910-06
https://rr0.org/time/1/9/1/0/index.html#1910-07,Denver (Colorado),,,,,,,,,,,,,,,,"",place,"",,1910-07,"le samedi 9 la nuit À , 2 hommes voient un ""aéroplane"" survoler la ville à grande vitesse. le dimanche 17 après-midi A Chateaugay (New York), un certain nombre de résidents voient un phénomène passer au-dessus du village, voguant très rapidement vers le nord-est. Ils ne savent dire s'il s'agit d'un aéronef ou d'un ballon.","""Denver People See Mysterious Aeroplane"",s13,"""",""Daily News de Des Moines (Iowa), 9 juillet 1910"",,""Home Matters"",s14,"""",Record de Chateaugay (New York),",1910-07
https://rr0.org/time/1/9/1/0/index.html#1910-10,lac Badwater,,,,,,,,,,,,,,,,"",place,"",,1910-10,"On évoque les essais du monoplan de Blériot à Didsbury pour expliquer les observations récentes. le mercredi 27 le matin Près du , un fermier est effrayé par un objet dans le ciel.","""Flying Machine Tried In Alberta"",s15,"""",""Herald de Lethbridge (Alberta), 7 octobre 1910, p. 3"",,""Saw Airship At Grassy Lake"",s16,"""",""Herald de Lethbridge (Alberta), 2 novembre 1910, p. 2"",",1910-10
https://rr0.org/time/1/9/1/0/index.html#1910-11,"Swift Current (Saskatchewan, Canada)",,,,,,,,,,,,,,,,"",place,"",,1910-11,"le mercredi 9 01 h A , 1 machine volante transportant des lumières rouge et verte à l'extrémité arrière et un projecteur puissant est vue survolant la ville. le mercredi 23 tôt le matin A Wichita (Kansas), un aéronef passe au-dessus de la ville vers le sud-est tôt à une vitesse estimée de 30 miles/h, à 300 pieds de haut, avec son pilote est clairement visible.","""Flying Dutchman Crosses Canada"",s17,"""",""Daily News de St. John's (Newfoundland), 9 novembre 1910"",,""Mysterious Airship Sighted in Kansas"",s18,"""",Tribune de Oakland (Californie),",1910-11
https://rr0.org/time/1/9/1/0/index.html,Huntsville (Alabama),,,,,,,,,,,,,,,,"",place,"",,1910,"Un grand objet en forme de cigare est observé au-dessus de et Chattanooga (Tennessee), éclairant les villes de son projecteur puissant.",",s19,"""",,",1910
https://rr0.org/time/1/9/1/0/index.html,Gravelbourg du Saskatchewan,,,,,,,,,,,,,,,,"",place,"",,1910,"Dans la ville de , en 1910, une ligne d'empreintes de pas humaines fut trouvée dans du granite qui fut formé des millions d'années avant que l'homme apparaisse sur la Terre...","the ultimate exploration of the unknown. New York: Dell Publishing,s20,""""""Dash, Mike, Borderlands"""""",,2000",1910
