url,place,time,description,sources,id,place.name,place.org.name,place.org.surname,place.org.title,place.org.time,place.org.deprecated,place.org.note,place.org.place,place.org.description,place.org.sources,place.org.notes,place.org.tags,place.org.image,place.org.id,place.org.dirName,place.org.url,place.org.events,place.org.type,place.org.parent,place.org.places,place.org.kind,place.place,place.org,place.place.name,place.place.surname,place.place.title,place.place.time,place.place.deprecated,place.place.note,place.place.place,place.place.description,place.place.sources,place.place.notes,place.place.tags,place.place.image,place.place.id,place.place.dirName,place.place.url,place.place.events,place.place.type,place.place.parent,place.place.locations,place.place.elevation,place.org.parent.name,place.org.parent.surname,place.org.parent.title,place.org.parent.time,place.org.parent.deprecated,place.org.parent.note,place.org.parent.place,place.org.parent.description,place.org.parent.sources,place.org.parent.notes,place.org.parent.tags,place.org.parent.image,place.org.parent.id,place.org.parent.dirName,place.org.parent.url,place.org.parent.events,place.org.parent.type,place.org.parent.parent.name,place.org.parent.parent.surname,place.org.parent.parent.title,place.org.parent.parent.time,place.org.parent.parent.deprecated,place.org.parent.parent.note,place.org.parent.parent.place,place.org.parent.parent.description,place.org.parent.parent.sources,place.org.parent.parent.notes,place.org.parent.parent.tags,place.org.parent.parent.image,place.org.parent.parent.id,place.org.parent.parent.dirName,place.org.parent.parent.url,place.org.parent.parent.events,place.org.parent.parent.type,place.org.parent.parent.parent.name,place.org.parent.parent.parent.surname,place.org.parent.parent.parent.title,place.org.parent.parent.parent.time,place.org.parent.parent.parent.deprecated,place.org.parent.parent.parent.note,place.org.parent.parent.parent.place,place.org.parent.parent.parent.description,place.org.parent.parent.parent.sources,place.org.parent.parent.parent.notes,place.org.parent.parent.parent.tags,place.org.parent.parent.parent.image,place.org.parent.parent.parent.id,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.url,place.org.parent.parent.parent.events,place.org.parent.parent.parent.type,place.org.parent.parent.parent.parent,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/5/3/12/index.html#1953-12-01,Washington,,,,,,,,,,,,,,,,,"",place,,"",,1953-12-01,"le L'USAF annonce à qu'elle a mis en place des appareils photographiques dans tout le pays, équipés de grilles de diffraction pour analyser la nature des sources de lumière de type ovni.","""The 1953 UFO Chronology"",s1,"""",,",1953-12-01
https://rr0.org/time/1/9/5/3/12/index.html#1953-12-04,,1953-12-04,"le Thunderjet de la Garde Nationale Aérienne de Georgie s'abattent en flamme d'environ 3500 m d'altitude, tous ensemble. Le temps était orageux, mais juste avant l'écrasement des 4 appareils, un des pilotes disait : Nous ne pouvons le manquer !","",1953-12-04
https://rr0.org/time/1/9/5/3/12/index.html,"Sherbrook (Nouvelle-Ecosse, Canada)",,,,,,,,,,,,,,,,,"",place,,"",,1953-12,"A , Mme Orfei entend frapper à la porte au milieu de la nuit et personne ne répond lorsqu'elle demande l'identité du visiteur. Lorsqu'on entend frapper encore plus fort, son chien alsacien saute vers la porte, mais recule tout à coup, tremblant de peur, et se réfugie dans un coin. Mme Orfei monte à l'étage et voit 2 indescriptibles qui s'éloignent de la maison. Un peu plus tard un grand objet rond décolle à une centaine de mètres en émettant des éclairs bleu-vert. La police constatera que des arbustes ont été brisés et qu'un objet d'un très grand poids s'est posé.","Oltre il Cielo,s2,"""",vol. I,",1953-12
https://rr0.org/time/1/9/5/3/12/index.html,,1953-12,Le commandement interarmées américain diffuse la JANAP 146.,"",1953-12
https://rr0.org/time/1/9/5/3/12/index.html#1953-12-13,Redlands,,,,,,,,,,,,,,,,,"",place,,"",,1953-12-13,"le Le ""nuage"" photographié à Redlands À , un homme (26 ans) dit avoir découvert un ovni sur un cliché qu'il développait d'une photo de concession automobile. La photo qui montre un phénomène sombre allongé avec 3 sallies verticales dans le ciel au-dessus de la concession, est soumise au projet Blue Book, qui conclut à un nuage.","""Project 10073 Card"",s3,"""",Black Vault,",1953-12-13
https://rr0.org/time/1/9/5/3/12/index.html#1953-12-17,Hassleholm (Suède),,,,,,,,,,,,,,,,,"",place,,"",,1953-12-17,"Escadrille d'ovnis survolant le Vatican sur la place de San Pedro. Simple dessin sur une photo ? le , observation.","Cas Blue Book n° 2838 non résolu,s4,"""",,",1953-12-17
https://rr0.org/time/1/9/5/3/12/index.html#1953-12-23,,1953-12-23,le René Coty est élu président de la République.,"",1953-12-23
https://rr0.org/time/1/9/5/3/12/index.html#1953-12-24T08:04,El Cajon (Californie),,,,,,,,,,,,,,,,,"",place,,"",,1953-12-24T08:04,"le , les lieutenants de l'U.S. Navy J. B. Howard et L. D. Linhard, pilotant des chasseurs F9F-2, observent durant 10 objets ovales et argentés voler à plus de 400 noeuds (450 miles/h) de manière rectiligne.","Cas Blue Book n° 2840 non résolu,s5,"""",,",1953-12-24T08:04
https://rr0.org/time/1/9/5/3/12/index.html#1953-12-25,"Vatican (Rome, Italie)",,,,,,,,,,,,,,,,,"",place,,"",,1953-12-25,"le Ovnis du , ""escadrille d'ovnis"" survolant le Vatican sur la place de San Pedro.","",1953-12-25
https://rr0.org/time/1/9/5/3/12/index.html#1953-12-28T11:55,Marysville (Californie),,,,,,,,,,,,,,,,,"",place,,"",,1953-12-28T11:55,"le Dick Brandt (directeur de l'aéroport du comté de Yuba), observe durant une soucoupe avec une lumière blue brillant, se reflétant sur un bâtiment voisin, rester stationnaire.","Cas Blue Book n° 2844 non résolu,s6,"""",,",1953-12-28T11:55
