description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.sources,place.type
"Une perte nette de 5 milliards de dollars en 1992, mais après provisions de 11 milliards pour restructuration : IBM en crise. John Akers sera remplacé par Louis Gerstner qui ne sort pas du sérail.","",sighting,1993-01$,,"",1993-01,event,https://rr0.org/time/1/9/9/3/index.html#1993-01
,"",sighting,1993-02$,,"",1993-02,event,https://rr0.org/time/1/9/9/3/index.html#1993-02
,"",sighting,1993-03$,,"",1993-03,event,https://rr0.org/time/1/9/9/3/index.html#1993-03
,"",sighting,1993-04$,,"",1993-04,event,https://rr0.org/time/1/9/9/3/index.html#1993-04
"Avec plusieurs mois de retard, Intel annonce la disponibilité de son microprocesseur Pentium. Deux fois plus puissant qu'un 486n c'est un vrai-faux 64 bits.","",sighting,1993-05$,,"",1993-05,event,https://rr0.org/time/1/9/9/3/index.html#1993-05
"Bull prend 20 % de Packard-Bell, le n°3 des fabricants américains de micros spécialiste du PC grand public. Une alliance pour ouvrir des marchés à Zenith Data Systems outre atlantique.","",sighting,1993-06$,,"",1993-06,event,https://rr0.org/time/1/9/9/3/index.html#1993-06
,"",sighting,1993-07$,,"",1993-07,event,https://rr0.org/time/1/9/9/3/index.html#1993-07
,"",sighting,1993-08$,,"",1993-08,event,https://rr0.org/time/1/9/9/3/index.html#1993-08
,"",sighting,1993-09$,,"",1993-09,event,https://rr0.org/time/1/9/9/3/index.html#1993-09
,"",sighting,1993-10$,,"",1993-10,event,https://rr0.org/time/1/9/9/3/index.html#1993-10
,"",sighting,1993-11$,,"",1993-11,event,https://rr0.org/time/1/9/9/3/index.html#1993-11
"Appel aux white papers (cachier des charges par les utilisateurs) de IPng. 21 white papers reçus, dont : TUBA (TCP et UDP avec des adresses plus grandes), SIPP et CATNIP (Common ArchiTecture for the Internet).","",sighting,1993-12$,,"",1993-12,event,https://rr0.org/time/1/9/9/3/index.html#1993-12
"Une information alarmante et inhabituelle est diffusée sur la fréquence radio de la police, dans les environs de. Elle annonce qu'un énorme ovni s'est écrasé dans un champ. Ne vous approchez pas ; il est peut-être radioactif, dit le message. En fait, ces informations sont diffusées par la police locale afin de piéger un groupe de pirates des ondes qui se branchait illégalement sur sa fréquence. Les auditeurs indésirables sont arrêtés lorsqu'ils arrivent sur le prétendu champ d'atterrissage.","",sighting,1993$WarringtonCheschireGrandeBretagne,,,"",,"","Warrington (Cheschire, Grande-Bretagne)","",place,"",1993,event,https://rr0.org/time/1/9/9/3/index.html
"Un américain anonyme invente un générateur tachyon qui, non seulement pourrait produire de l'énergie librement, mais dont on dit qu'il permettrait également de voyager dans l'espace et le temps. Le brevet est refusé.","",sighting,1993$,,"",1993,event,https://rr0.org/time/1/9/9/3/index.html
Novell Netware 4.0.,"",sighting,1993$,,"",1993,event,https://rr0.org/time/1/9/9/3/index.html
Microsoft lance son OS Windows NT 3.1 pour environnement C/S.,"",sighting,1993$,,"",1993,event,https://rr0.org/time/1/9/9/3/index.html
"Newton, le PDA d'Apple.","",sighting,1993$,,"",1993,event,https://rr0.org/time/1/9/9/3/index.html
Next vend ses activités matérielles à Canon.,"",sighting,1993$,,"",1993,event,https://rr0.org/time/1/9/9/3/index.html
Novel rachète USL à ATT pour 350 M$.,"",sighting,1993$,,"",1993,event,https://rr0.org/time/1/9/9/3/index.html
Mise en service du téléphone de poche (Bi-Bop).,"",sighting,1993$,,"",1993,event,https://rr0.org/time/1/9/9/3/index.html
"National Semiconductor présente la technologie Isoenet, qui marie Ethernet et RNIS pour autoriser le multimédia sur les réseaux locaux.","",sighting,1993$,,"",1993,event,https://rr0.org/time/1/9/9/3/index.html
