url,place,dateTime,description,sources,id,place.name,place.org.dirName,place.org.code,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.locations,place.place.elevation,place.place.dirName,place.place.data,place.org.parent.dirName,place.org.parent.code,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.code,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.code,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/7/6/index.html#1976-01,,1976-01,,"",1976-01
https://rr0.org/time/1/9/7/6/index.html#1976-02,,1976-02,,"",1976-02
https://rr0.org/time/1/9/7/6/index.html#1976,,1976,mars 1976 avril 1976 mai 1976 Nombreuses observations d'ovnis autour des bases de l'USAF du nord des États-Unis.,"",1976
https://rr0.org/time/1/9/7/6/index.html#1976-06,,1976-06,"Eté juillet 1976 soir Alors que je marchais en compagnie d'une copine. à l'époque, un membre de ma famille fut victime d'un sérieux accident qui lui infligea de graves brûlures sur tout le corps. Il reposait dans un état critique entre la vie et la mort, endurant d`atroces souffrances. Le père et la mère de cette personne se trouvaient en cette soirée chez mes parents, exprimant leur foi en Dieu quant à l'issue de ce malheur. Cette scène pitoyable, de ce père et de cette mère, confrontés à ce terrible accident, m'avait véritablement bouleversé. L'atmosphère devenant insoutenable, je décidai d'aller reconduire ma copine chez elle. Tout au long du parcours, un déchirement intérieur me pesait de plus en plus. La réalité était-elle uniquement le résultat d'événements aléatoires, sans ordre ni but, où l'existence humaine serait fortuite et sans finalité ? Au prise avec cette angoisse existentielle, du plus profond de mon être, tout en regardant le ciel étoilé, une question surgi : s'il y a un ordre, un but, quelque chose qui oriente la création, faisant de nous autre chose que de misérables bêêaites-moi signe ? (Enfin bref, le genre de question que nous nous posons au moins une fois dans notre vie). Aussi incroyable que cela puisse paraître, à peine avais-je terminé ma requête, êqu'un disque lumineux, ou un globe, d'une taille supérieure à la pleine Lune, traversa une bonne portion du ciel (environ 60° sur un arc de 180°), en à peine 2 à 3 s. Le disque paraissait être àêrès à la même altitude que celle empruntée par les avions de ligne servant aux transports commerciaux, soit environ 10000 m. Ces précisions confèrent à l'objet une taille et une vitesse considérables. Je m'empresse alors d'avertir ma copine pour qu'elle regarde ce disque, de couleur vert pâle phosphorescent, traverser le zénith à une vitesse phénoménale. Elle eut tout juste le temps de le voir disparaîîaissant derrière lui une traîn&eacîe particules multicolores. Cette myriade de particules persista près de 1 mn après la disparition de l'objet, nous laissant le loisir d'observer attentivement la traînée de points multicolores s'éteindre doucement. Nous étions tous 2 estomaqués, comme vous pouvez l'imaginer. La surprise était pour moi encore plus grande, puisque la manifestation répondait à l'expression d'un désir sincère ! août 1976","Témoignage adressé au site par un ufologue connu souhaitant rester anonyme,s1,"""",novembre 2004.,",1976-06
https://rr0.org/time/1/9/7/6/index.html#1976-09,,1976-09,,"",1976-09
https://rr0.org/time/1/9/7/6/index.html#1976-10,,1976-10,,"",1976-10
https://rr0.org/time/1/9/7/6/index.html#1976-11,,1976-11,,"",1976-11
https://rr0.org/time/1/9/7/6/index.html#1976-12,,1976-12,,"",1976-12
https://rr0.org/time/1/9/7/6/index.html#1976,,1976,"(ou début 1977) Tom, un patient, signale qu'un morceau osseux dur et hémisphérique est apparu dans sa narine droite au cours de la nuit. Un spécialiste oto-rhino l'examine alors qu'il voit Tom pour une opération de l'oreille, mais ne dira rien à Tom quant aux résultats de l'examen. Par la suite Tom témoignera d'une série d'enlèvements lors de régression sous hypnose.","Fiore,s2,"""",E. (1989). Encounters. New York. Doubleday. p. 69,",1976
https://rr0.org/time/1/9/7/6/index.html,,1976,"Pendant sa campagne pour les élections présidentielles, Jimmy Carter promet de rendre publics tous les documents concernant les ovnis détenus par l'administration américaine.","",1976
https://rr0.org/time/1/9/7/6/index.html,,1976,Sonde Vicking sur Mars.,"",1976
