url;place;dateTime;description;sources;id;place.name;place.org;place.place.locations;place.place.elevation;place.place.dirName;place.place.data
https://rr0.org/time/1/9/5/4/08/index.html;;1954-08;Fin de la guerre d'Indochine.;"";1954-08
https://rr0.org/time/1/9/5/4/08/index.html;;1954-08;Observation à Westlake (Ohio) Cas Blue Book n° 3149 non résolu.;"";1954-08
https://rr0.org/time/1/9/5/4/08/index.html;;1954-08;A Saint Sauveur-la-Sagne (Puy-de-Dôme) Mme Carrière et 2 autres témoins anonymes font une RR3 et disent avoir été paralysés comme foudroyés. Dans un pré voisin, 2 vaches sont tombées à terre et se tordent le cou, comme si elles avaient été torturées. Garreau, Charles et R. Lavier, Face aux Extra-Terrrestres, J. P. Delarge, p. 198-199.;"";1954-08
https://rr0.org/time/1/9/5/4/08/index.html;;1954-08;Par une nuit claire, à La Hague (Pays-Bas), 10 pompiers et leur chef voient 2 "soucoupes volantes", de forme ovale applatie et d'une lumière d'un gris blanchâtre, au-dessus de la ville et à haute altitude. Ils se déplacent à des vitesses incroyables ou restant parfois immobiles pendant 30 s. Tous les observateurs affirment que les objets ne pouvaient pas être un avion ni un ballon "Soucoupes volantes" au-dessus de La Hague, A. Sterdas, Telegraaf, 6 août 1954.;"";1954-08
https://rr0.org/time/1/9/5/4/08/index.html;;1954-08;Observation à San Antonio (Texas) Cas Blue Book n° 3155 non résolu.;"";1954-08
https://rr0.org/time/1/9/5/4/08/index.html;;1954-08;À Hemmingford (Province du Québec Canada), les enfants Coupal sont suivis jusqu'à leur ferme par un objet brillamment éclairé. M. Coupal et le plus âgé de ses fils se rendent jusqu'au pré où les enfants ont joué, et voient 1 objet orange s'élever et s'éloigner rapidement vers l'ouest. Sur 15 m, l'herbe était aplatie, avec 2 sillons d'environ 5 m de long Wilkins U. 237.;"";1954-08
https://rr0.org/time/1/9/5/4/08/index.html;;1954-08;Observation dans l'océan Pacifique Cas Blue Book n° 3162 non résolu.;"";1954-08
https://rr0.org/time/1/9/5/4/08/index.html;;1954-08;Directive AF200-2 du général Nathan F. Twining ordonnant de ne dévoiler au public aucune information relative aux ovnis.;"";1954-08
https://rr0.org/time/1/9/5/4/08/index.html;;1954-08;A San Marcos (Texas), observation Cas Blue Book n° 3166 non résolu.;"";1954-08
https://rr0.org/time/1/9/5/4/08/index.html;;1954-08;A Tananarive (Madagascar), plusieurs témoins voient passer au-dessus d'eux une boule de lumière verte suivie d'un engin allongé d'apparence métallique.;"";1954-08
