url,place,time,description,sources,id,place.name,place.org.name,place.org.surname,place.org.title,place.org.time,place.org.deprecated,place.org.note,place.org.place,place.org.description,place.org.sources,place.org.tags,place.org.image,place.org.id,place.org.dirName,place.org.url,place.org.events,place.org.type,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.name,place.place.surname,place.place.title,place.place.time,place.place.deprecated,place.place.note,place.place.place,place.place.description,place.place.sources,place.place.tags,place.place.image,place.place.id,place.place.dirName,place.place.url,place.place.events,place.place.type,place.place.locations,place.place.elevation,place.org.parent.name,place.org.parent.surname,place.org.parent.title,place.org.parent.time,place.org.parent.deprecated,place.org.parent.note,place.org.parent.place,place.org.parent.description,place.org.parent.sources,place.org.parent.tags,place.org.parent.image,place.org.parent.id,place.org.parent.dirName,place.org.parent.url,place.org.parent.events,place.org.parent.type,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.name,place.org.parent.parent.surname,place.org.parent.parent.title,place.org.parent.parent.time,place.org.parent.parent.deprecated,place.org.parent.parent.note,place.org.parent.parent.place,place.org.parent.parent.description,place.org.parent.parent.sources,place.org.parent.parent.tags,place.org.parent.parent.image,place.org.parent.parent.id,place.org.parent.parent.dirName,place.org.parent.parent.url,place.org.parent.parent.events,place.org.parent.parent.type,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.name,place.org.parent.parent.parent.surname,place.org.parent.parent.parent.title,place.org.parent.parent.parent.time,place.org.parent.parent.parent.deprecated,place.org.parent.parent.parent.note,place.org.parent.parent.parent.place,place.org.parent.parent.parent.description,place.org.parent.parent.parent.sources,place.org.parent.parent.parent.tags,place.org.parent.parent.parent.image,place.org.parent.parent.parent.id,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.url,place.org.parent.parent.parent.events,place.org.parent.parent.parent.type,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/5/4/10/11/index.html#1954-10-11T01:30,Doncourt-Village (France),,,,,,,,,,,,,,,,"",place,"",,1954-10-11T01:30,"le , des fermiers furent réveilés par un siflement, virent un objet plat atterir prè des bois : bientôt il s'éleva très vite, verticalement, et s'envola. Le sol était calciné. Des échantillions furent pris par la police pour analyse.","Le Figaro,s1,"""",,",1954-10-11T01:30
https://rr0.org/time/1/9/5/4/10/11/index.html#1954-10-11T03:00,Acquigny (France),,,,,,,,,,,,,,,,"",place,"",,1954-10-11T03:00,"le , 2 personnes circulant en moto voient 1 objet en forme de cloche, d'environ 2,50 m de haut, planant à 1 m au-dessus de la ligne de chemin de fer Evreux-Louviers. La partie basse ressembleà un anneau, et l'objet dégage des étincelles rougeâtres et verdâtres. Une lumière orange aveuglante est aperçue alors qu'il s'élève à 10 m, puis il reste immobilisé pendant 1 h. Pendant ce temps, un 3ᵉ témoin se joint aux 2 premiers. L'objet devient plus brillant et s'envole vers l'est.","France-Soir,s2,"""",Le Figaro,",1954-10-11T03:00
https://rr0.org/time/1/9/5/4/10/11/index.html#1954-10-11T04:15,Fonfrède (France),,,,,,,,,,,,,,,,"",place,"",,1954-10-11T04:15,"le , près du Chambon-Feugerolles, Baptiste Jourdy, qui fait le ramassage quotidien du lait, est soudain arrêté quand le moteur de son camion tombe en panne, ainsi que les lumières. Il descend, voit une lumière au-dessus de lui. Après qu'elle ait traversé la route, les phares se rallument, et il redémarre son camion.","Libération,s3,"""",Le Parisien,",1954-10-11T04:15
https://rr0.org/time/1/9/5/4/10/11/index.html#1954-10-11T04:20,Lacanche (France),,,,,,,,,,,,,,,,"",place,"",,1954-10-11T04:20,"le , M. Labonde conduit un véhicule à l'intersection des routes départementales D14 et D104, quand il est suivi par une sorte de globe lumineux, entouré d'une lumière incandescente rougâtre, d'environ 2 m. Il resteà une distance de 25 m de la voiture.","L'Aurore,s4,"""",,",1954-10-11T04:20
https://rr0.org/time/1/9/5/4/10/11/index.html#1954-10-11T04:30,Sassier (France),,,,,,,,,,,,,,,,"",place,"",,1954-10-11T04:30,"le , près de ""La Carie"", MM. Gallois et Vigneron, conduisant de Clamecy à Corbigny, sentent un choc électrique tandis que les phares de la voiture s'éteignent. Ils voient 1 objet dans les pâturages, à environ 50 m. Il est cylindrique assez épais, et 3 petits êtres se tenaient auprès. Aucune lumière n'est visible, à l'execption de 1 petit point rougâtre. Les 2 témoins sont paralysés jusqu'au départ de l'objet. Un 3ᵉ témoin, M. Chaumeau, voit un objet lumineux voler au-dessus des bois de La Carie.","Libération,s5,"""",le Parisien,",1954-10-11T04:30
https://rr0.org/time/1/9/5/4/10/11/index.html#1954-10-11,Heimersdorf (France),,,,,,,,,,,,,,,,"",place,"",,1954-10-11,"Annie Pracht et sa soeur Roselyne, ainsi que 2 autres personnes, voient 1 objet lumineux sur le sol. Il devint d'une couleur rouge flamboyante et s'envola dès qu'elles approchèrent.","Le Figaro,s6,"""",,",1954-10-11
https://rr0.org/time/1/9/5/4/10/11/index.html#1954-10-11,Banquay (France),,,,,,,,,,,,,,,,"",place,"",,1954-10-11,", 1 grand objet rouge est aperçu volant très rapidement à la hauteur des arbres, tandis que le bétail s'affole. 3 témoins.","Quincy,s7,"""",,",1954-10-11
https://rr0.org/time/1/9/5/4/10/11/index.html#1954-10-11,,1954-10-11,"le A Royan, 3 bordelais aperçoivent une lueur rouge au-dessus de la côte. Ils s'avançent vers le phénomène et distinguent un objet en forme de disque, avec un dôme rouge orangé, qui plane à une dizaine de mètres du sol. Un peu plus loin, les Bordelais surprennent 4 créatures hautes de 1 m, accroupies sous l'appareil. Celles-ci regagnent en hâte leur engin, qui décolle en changeant de couleur.","",1954-10-11
https://rr0.org/time/1/9/5/4/10/11/index.html#1954-10-11T19:30,Bordeaux,,,,,,,,,,,,,,,,"",place,"",,1954-10-11T19:30,"le 3 hommes originaires de circulent en automobile sur le GC 40, entre Royan (Charente Maritime, France) et Breuillet. Au village de Taupignac, les 3 hommes s'arrêtent et descendent pour observer 1 sphère rouge vif dans le ciel. Ils découvrent alors un objet rond de 6 m de diamètre, avec un dôme, dégageant une lumière rouge-jaune, à 200 m de là, altitude 10 m. Il est immobile et silencieux. Soudain il se déplaçe horizontalement sur une courte distance et atterrit derrière un bois. 2 témoins voient plus près 4 petits hommes de 1 m de haut, qui s'affairent auprès de l'engin. Ils rentrent rapidement à l'intérieur, dès que les témoins sont éloignés de 15 m. Ils sont aveuglés par une lumière vive, bleue, puis orange, ensuite rouge, et l'objet décolle verticalement à une vitesse fantastique.","Mystérieux Objets Célestes,s8,""""""Michel, A."""""",""1958 < """"Ovni à Taupignac en 1954"""" in """"Notre Petit Journal"""", Autrefois Breuillet"",",1954-10-11T19:30
https://rr0.org/time/1/9/5/4/10/11/index.html#1954-10-11T21:50,Birac (France),,,,,,,,,,,,,,,,"",place,"",,1954-10-11T21:50,"le , 4 personnes, dont Jumia JusteMaria Barbeau et Marion Le Tanneur, de Jarnac, voient 2 sphères lumineuses volant dans la même direction. S'arrêtant et manoeuvrant en l'air, la plus grande devient rouge, puis d'une intense lumière blanche avec une aura rouge, puis toutes 2 atterrirent. Les témoins n'attendent pas la suite.","Quincy,s9,"""",,",1954-10-11T21:50
