url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/4/7/08/index.html#1947-08-01T20:30,Arèches (Savoie),,,"","",,,1947-08-01T20:30,"le , plusieurs personnes voient apparaître plusieurs silhouettes sombres devant le ciel lumineux du coucher de soleil, qui en s'approchant se révèlent être des soucoupes.",""""",""Arêches,s1,"""",""1er août 1947"""", Phénomènes Spatiaux n° 16, juin 1968, pp. 26-27"",,""""",1947-08-01T20:30
https://rr0.org/time/1/9/4/7/08/index.html#1947-08-02T17:41,Santiago du Chili,,,"","",,,1947-08-02T17:41,"le Le Lancastrian Star Dust de la compagnie britannique South Americain Airways vole au-dessus des Andes. Malgré la tombée de neige, quelques mn avant d'atterir à , l'opérateur radio de l'avion Dennis Harmer émet un message en Morse pour annoncer une bonne arrivée : ETA (Estimated Time of Arrival) Santiago 17.45 hrs STENDEC. Le rapport officiel à ce sujet sera le suivant : Le signal de 17.41 fut reçu par Santiago seulement 4 minutes avant l'ETA. L'opérateur radio chilien à Santiago indique que le signal fut reçu fort et clair mais qu'il fut donné très rapidement. Ne comprenant pas le mot ""STENDEC"" il demanda et reçu le même mot répété par l'appareil 2 fois successivement. Aucune explication au mot ""STENDEC"" n'a été trouvée. A partir de ce moment plus rien ne fut entendu de la part de l'appareil et aucun contact ne fut établi avec la tour de contrôle à Santiago. Tous les appels suivants furent sans réponse. (Ce dernier mot restera donc incompréhensible, comme la disparition de l'avion. On ne retrouvera l'appareil qu'en 2000-01.)","",1947-08-02T17:41
https://rr0.org/time/1/9/4/7/08/index.html#1947-08-08,,1947-08-08,"le L'agent fédéral Coyne écrit dans un mémo adressé à l'un de ses sous-directeurs : nous n'avons aucune raison de considérer ces disques comme autre chose qu'une arme militaire, et, dans l'impossibilité d'attribuer la paternité de ces disques à la marine, à l'armée, ou aux soviétiques, suggère que le dossier soit entièrement remis à l'armée.","",1947-08-08
https://rr0.org/time/1/9/4/7/08/index.html,Moutiers,,,"","",,,1947-08,Observation aux.,""""",,s2,""""""Vallée, Jacques"""""",,1966,""""",1947-08
https://rr0.org/time/1/9/4/7/08/index.html,Bethel (Alabama),,,"","",,,1947-08,"A , 2 pilotes voient un objet noir immense, plus grand qu'un C-54 sans moteurs, sans ailes ni aucun signe extérieur de moyen de propulsion, lisse et profilé, à contre-jour dans un ciel de soir brillant. Les pilotes font alors monter leur avion de 400 m et l'objet traverse leur trajectoire à 90. Ils suivent l'objet à distance durant 4 mn..",""""",GEPAN,s3,"""",Note d'information n° 3,1981,""""",1947-08
https://rr0.org/time/1/9/4/7/08/index.html,Monts Cascade,,,"","",,,1947-08,"Dans les F. M. Johnson, prospecteur de Portland, observe pendant 50 s et à la longue-vue 5 disques de 10 m de diamètre. Ceux-ci virent vers le Soleil sans aucun bruit. Pendant l'observation l'aiguille de sa montre-compas oscillait intensément de droite à gauche.","",1947-08
https://rr0.org/time/1/9/4/7/08/index.html,Fort Richardson (Alaska),,,"","",,,1947-08,"A , 2 officiers observent la progression à vitesse suprasonique d'une sphère de 3 m de diamètre, sans traînée.",""""",GEPAN,s4,"""",Note d'information n° 3,1981,""""",1947-08
https://rr0.org/time/1/9/4/7/08/index.html,Oklahoma City,,,"","",,,1947-08,"A , un pilote au sol voit quelque chose de la taille de 6 B-29, blanc, circulaire, lisse, se déplaçant à une vitesse estimée à 2400 km/h.",""""",GEPAN,s5,"""",Note d'information n° 3,1981,""""",1947-08
https://rr0.org/time/1/9/4/7/08/index.html#1947-08-12,Las Vegas (Nevada),,,"","",,,1947-08-12,"le , un objet rond orange descend par 2 fois au faîte des arbres.",""""",,s6,""""""Hynek, Josef Allen"""""",,1979,""""",1947-08-12
https://rr0.org/time/1/9/4/7/08/index.html#1947-08-13,"Salmon Dam, Twin Falls (Idaho)",,,"","",,,1947-08-13,"le en août 1947 à 09:30 A , L. W. Hawkins observe 2 disques reflétant la lumière et se déplaçant à très grande vitesse en haute altitude. en août 1947 à 13 h Dans le canyon de la rivière Snake, près de Twin Falls (Idaho), A. C. Urie et ses 2 fils (Keith, 8 ans et Billy, 10 ans) observent à 90 m de distance un disque en forme d'assiette renversée à 25 m d'altitude se déplaçant à 1600 km/h environ. L'objet est bleu pâle, possède un bourrelet rouge au sommet aplati du dôme, mesure 6 m de diamètre et 3,5 m d'épaisseur. Il adopte une trajectoire épousant le relief, agitant fortement les cîmes des arbres (""Keith"" Urie avoua en avril 2008 avoir monté toute l'histoire avec son frère, et que son père en était arrivé à croire que c'était vrai).",""""",Hynek 1979,s7,"""",,,"""","""",""Heads up,s8,""""""Brosnan, John"""""",""folks! The disks are flying again"""", Times News de Twin Falls (Idaho), vendredi 15 août 1947"",,"""","""",Rapport d'enquête du FBI,s9,"""",,,"""","""",,s10,"""",,,"""","""",""Case IX (Serial 0066.00)"",s11,"""",""Blue Book Special Report n° 14, 5 mai 1955, p. 78"",,"""","""",Hynek UFO report,s12,""""""Hynek, J. A."""""",""dell, 1977, pp. 34-36"",,""""",1947-08-13
