url,place,dateTime,description,sources,id
https://rr0.org/time/1/9/7/0/index.html,,1970,"Photographie avec long temps de pose du météore du 3 janvier 1970-01-03 20:14Z À Lost City (USA), Rufus Yaeger voit 3 lumières rouges et entend des explosions Il dit même avoir entendu un bruit d'impact sur le sol, mais étant donnée la distance de 600 m, il semble hasardeux qu'il ait perçu ce bruit. 4 jours après l'événement, l'équipe du SAO détermine l'aire d'impact. En ces jours d'hiver la neige tombe et les routes menant au site sont fermées. L'après midi du 1970-01-09 , à 700 m des calculs, sur une route, une météorite orientée de 9,83 kg est retrouvée. Un 2ᵉ fragment est decouverte le 17 par Philip Halpain dans ses pâturages, 272 g. le 1970-02-02 un 3ᵉ de 6.6 kg. La météorite a aussi une croûte de fusion et des lignes d'écoulement. Puis le 1970-05-04 un dernier morceau de 640 g. 1970-01-07 16:45 Le bûcheron Aarno Heinonen et le fermier Esko Viljo, 2 skieurs de fond de compétition finlandais, se trouvent dans la forêêhe de Imjãrvi (Finlande). Ils décident de se reposer dans une clairière et de regarder les étoiles se lever tandis que tombe le crépuscule. Les 2 hommes entendent un bruit de vrombissement et voient dans le ciel une très vive lumière qui s'approche depuis le nord. Elle fait volte-face au niveau de la clairière et descend vers eux depuis le sud. Elle est entourée d'une brume lumineuse rouge-gris. Lorsque la nuée est descendue à environ 15 m du sol, ils voient en son centre un disque d'environ 3 m de diamètre. Le disque stationne à cette hauteur, continuant à vrombir. Ensuite, aux dires d'Heinonen : L'immense disque commença à descendre avec le brouillard rouge-gris, qui devient plus mince et transparent. Il s'arrêta êà une hauteur de 3 ou 4 m, si près que j'aurais pu le toucher à l'aide de mon bâton de ski. Nous vîmes que sa partie supérieure était surmontée d'un dôme. Le long du bord inférieur se trouvait une sorte de partie surélevée avec 3 sphères avec dômes espacés à égale distance. Du centre de sa partie basse dépassait un tube d'environ 25 cm de diamètre, duquel sortit soudain un intense rayon de lumière. J'eus soudain l'impression que quelqu'un m'avait tiré en arrière. A la même seconde,êçus la créature. Elle se tenait au milieu du rayon lumineux, avec dans les mains une boîîre. Elle faisait environ 90 cm de haut, avec des bras et des jambes très fins. Son visage était comme de la cire pâle. Le nez ressemblait plus à un crochet qu'à un nez. Les oreilles étaient très petites et se rétrécissaient au niveau du visage. La créature portait une sorte de combinaison dans une matière vert clair et un casque conique brillant comme du métal. L'être pointe la bo&êe noîs Heinonen, et une lumière jaune et aveuglante, tremblotante, le prend pour cible. Un brouillard rouge se met à recouvrir la zone et des étincelles rouges, vertes et pourpres commencent à pleuvoir autour des skieurs comme des cierges d'environ 10 cm de long qui flottaient en décrivant de longues courbes. Le brouillard devient de plus en plus épais, jusqu'à ce que, aux dires de Viljo, le rayon soudain se mit à décroître, monta îne flamme vacillante et fut aspiré dans l'ouverture de l'engin. Après, ce fut comme si le voile de brume s'était dissous. L'air autour de nous était vide ! Au bout de quelques minutes, Heinonen s'aperçoit qu'il ne peut plus faire usage de sa jambe gauche, celle qui a été la plus exposée à l'étrange rayon de lumière. Viljo soutient son ami jusqu'à sa demeure, environ 3 km plus loin. Les mois qui suivirent, Heinonen souffrira de sévères pertes de mémoire, de douleurs constantes, d'épuisement et de maux de tête. 2 mois durant, son ê urine sera comme du café noir. Viljo souffrira d'enflures au visage, de maux de tête et de troubles oculaires Viljo, et surtout Heinonen feront d'autres témoignages de rencontres en 1972.","",1970
https://rr0.org/time/1/9/7/0/index.html,,1970,,"",1970
https://rr0.org/time/1/9/7/0/index.html,,1970,"Au large de la Nouvelle-Guinée, des centaines de personnes observent un engin inconnu glissant à la surface de l'eau. Selon les indigènes, ces visites remontent à plusieurs siècles. 1970-04-10 La 1ère fusée Diamant B décolle de Kourou (Guyanne). 1970-04-11 Départ de la mission Apollo 13. Après une série de défaillances lors des préparatifs de vol, la mission prévoit un alunissage de Haise et Lovell dans le cratère Fra Mauro. 1970-04-13 Explosion d'un des réservoirs à oxygène du module de service de Apollo 13, à 322 000 km de la Terre. La mission Apollo 13 est annulée. 1970-04-17 Retour de la mission Apollo 13. 1970-04-24 1er tir civil de la fusée chinoise Longue Marche 1.","",1970
https://rr0.org/time/1/9/7/0/index.html,,1970,"Un élève ingénieur du MIT assiste à un curieux ballet : A ce moment-là, la Grande Ourse était presque à son zénith. J'ai soudain remarqué que 2 des étoiles se déplaçaient... en cercle autour d'un centre commun tout en conservant leur position autour sur 2 points opposés du diamètre, comme le feraient par exemple 2 petites touches de peinture aux 2 bords opposés d'un microcroisillon tournant sur une platine. Elles effectuaient environ 30 tours/mn, dans le sens contraire des aiguilles d'une montre, à une vitesse constante ; la luminosité des objets était plus faible que celle d'Acturus, un peu plus faible que celle d'Alpha, Bêta et Gamma dans la Grande Ourse. Iêonts immobilisés brusquement. (...) Ils sont restés absolument immobiles, puis ils ont commencé à s'éloigner l'un de l'autre et celui qui se dirigeait vers le sud a soudainement stoppé... ""L'étoile"" qui avait commencé à se déplacer vers le nord à continuer sa marche.","",1970
https://rr0.org/time/1/9/7/0/index.html,,1970,"Dans son numéro de mai/juin, la FSR signale, photos à l'appui, la présence de figures rupestres très proches, quoique plus jeunes de quelques millénaires, de celles du Sud de la France et du Nord de l'Espagne. Ces dessins ornent les parois d'une grotte située près du village de Varzelandia dans l'état brésilien de Minas Gerais. Là aussi on retrouve des formes discoïdales surmontées d'une sorte de dôme.","",1970
https://rr0.org/time/1/9/7/0/index.html,,1970,Couverture de Flying Saucers magazine en juin sur la Terre Creuse,"",1970
https://rr0.org/time/1/9/7/0/index.html,,1970,,"",1970
https://rr0.org/time/1/9/7/0/index.html,,1970,"1970-08-30 21:30 Au barrage de Funil à Itatiana (état de Rio de Janeiro, Brésil), Almiro Martins De Freitas (marié, 3 enfants, gardien de la sécurité le Service spécial de surveillance et de sécurité), effectue une ronde dans dans la zone placée sous sa responsabilité. Une pluie diluvienne vient de s'abattre sur la région et le sol est encore détrempé. De Freitas acheve sa ronde lorsqu'il voit, sur un monticule, une masse en forme de bosse d'où rayonnent des lumières multicolores. De Freitas ressent une impression de malaise. Mais il surmonte l'impulsion qui le pousse à rebrousser chemin aussi vite que possible. Il avance avec prudence vers le phénomène. C'est alors qu'il est assourdi par un bruit intense ressemblant à celui d'un moteur d'avion. Prenant peur, il sort son revolver et se met à tirer vers les lumières. Après le 2ᵉ tir, le phénomène lance vers le gardien un éclair éblouissant, aveuglant De Freitas. Furieux, il tire une 3ᵉ fois. Une chaleur intense le paralyse alors instantanément. Peu après, un gardien et une automobiliste de passage trouvent De Freitas debout près d'un monticule de terre, le corps raidi, brandissant son revolver et leur criant : Ne regardez pas ! Attention à l'éclair ! Il m'a fait perdre la vue ! Les 2 nouveaux arrivants portent tant bien que mal le blessé vers la voiture. Au bout d'un moment, il peut recommencer à bouger, mais sans recouvrer la vue. A l'endroit où il avait vu les lumières multicolores, on remarque une zone de forme circulaire où le sol est resté sec malgré la pluie diluvienne qui avait détrempé le sol partout ailleurs. On transporte le gardien d'Itatiana à l'hôpital de Guanabara, où des psychiatres et des ophtalmologistes lui font subir des examens qui indiquent que le patient est tout à fait normal au plan physiologique. Les médecins expliquent sa cécité par son état de choc. Parler de son expérience perturbe manifestement De Freitas.","",1970
https://rr0.org/time/1/9/7/0/index.html,,1970,"1970-09-02 Un individu entendant des voix dans sa tête attaque le Pape avec des pierres. Début de l'opération Aeneid. 1970-09-08 Dans la nuit, un chasseur à réaction Lightning de la RAF, piloté par le capitaine William Schaffner, décolle de la base anglaise de Binbrook pour intercepter des ovnis de forme conique repérés par radar. Le capitaine Schaffner communique à la base qu'il vient de découvrir parmi ces objets coniques une sorte de gros ballon de football qui semble en verre. Au moment de l'interception, les opérateurs radar voient sur leur écran les ovnis et l'avion ne faire plus qu'un, puis se séparer. Quelques instants plus tard, le Ligthning s'écrase en mer du Nord Dodd, Tony. ""Military confrontations - The strange case of Foxtrot 94"".","",1970
https://rr0.org/time/1/9/7/0/index.html,,1970,"1970-10-07 Chargé de récupérer l'épave du Lightning écrasé le 8 septembre, le HMS Kiddleston de la Royal Navy opère des recherches, mais il est impossible de retrouver le corps du capitaine Schaffner. Les débris de l'appareil sont entreposés sur la base de Binbrook et non pas expédiés vers celle de Farnborough où se font habituellement les expertises. Dépéchés sur place, les enquêteurs officiels s'étonnent de n'avoir quê accès restreint à l'épave et d'être surveillés par 5 civils, dont 2 aêe;ricains. Ils constatent que le cockpit et le siège éjectable sont intacts, mais qu'au mépris des règlements, on a enlevé la plupart des instruments de bord. Quelques heures plus tard, on leur demande de mettre un terme à leur enquête. Convoqués par leur supérieurs d&ês leur retour à Farnborough, on exige d'eux le silence sur l'affaire au nom de la sécurité nationale. Quant à l'épave du chasseur, est expédiée à Wright-Patterson (Ohio).","",1970
