description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
en,"",sighting,1947-01$,,"",1947-01,event,https://rr0.org/time/1/9/4/7/index.html#1947-01
en,"",sighting,1947-02$,,"",1947-02,event,https://rr0.org/time/1/9/4/7/index.html#1947-02
en,"",sighting,1947-03$,,"",1947-03,event,https://rr0.org/time/1/9/4/7/index.html#1947-03
en,"",sighting,1947-04$,,"",1947-04,event,https://rr0.org/time/1/9/4/7/index.html#1947-04
en,"",sighting,1947-05$,,"",1947-05,event,https://rr0.org/time/1/9/4/7/index.html#1947-05
en,"",sighting,1947-06$,,"",1947-06,event,https://rr0.org/time/1/9/4/7/index.html#1947-06
en,"",sighting,1947-07$,,"",1947-07,event,https://rr0.org/time/1/9/4/7/index.html#1947-07
en,"",sighting,1947-08$,,"",1947-08,event,https://rr0.org/time/1/9/4/7/index.html#1947-08
en,"",sighting,1947-09$,,"",1947-09,event,https://rr0.org/time/1/9/4/7/index.html#1947-09
en,"",sighting,1947-10$,,"",1947-10,event,https://rr0.org/time/1/9/4/7/index.html#1947-10
en,"",sighting,1947-11$,,"",1947-11,event,https://rr0.org/time/1/9/4/7/index.html#1947-11
en,"",sighting,1947-12$,,"",1947-12,event,https://rr0.org/time/1/9/4/7/index.html#1947-12
Création de l'accord UKUSA.,"",sighting,1947$,,"",1947,event,https://rr0.org/time/1/9/4/7/index.html
"Près de , Andreas Schulhof (roumain parlant allemand) voit à travers la fenêtre du train dans lequel il voyage 6 objets inhabituels voler en formation. Il estimera leur vitesse à 20 000 miles/h.","",sighting,1947$OradeaRoumanie,,,"",,"",Oradea (Roumanie),place,""""","""",s1,"""",,",1947,event,https://rr0.org/time/1/9/4/7/index.html
James Vincent Forrestal est promu Secrétaire de la Défense américaine.,"",sighting,1947$,,"",1947,event,https://rr0.org/time/1/9/4/7/index.html
