url,place,time,description,sources
https://rr0.org/time/1/9/7/6/01/index.html,,1976-01,"A Saint-Richaumont (Aisne), par une nuit noire, plusieurs personnes dans un transport en commun voient une forme circulaire baignée dans une vive lueur traverser rapidement le ciel du nord-est au sud-ouest, sans entendre aucun bruit GEPAN : PAN classé C.",
https://rr0.org/time/1/9/7/6/01/index.html,,1976-01,"1976-01-06 23:30 Mona Stafford, Louise Smith et Elaine Thomas sont parties à Lancaster fêter l'anniversaire de Mona. Elles se trouvent près de Stanford (Kentucky), retournant à Liberty sur l'étroite et sinueuse route 78. Un ovni rouge, qui fait peut-être 30 m de diamètre, apparaît dans le ciel à l'Est. Il est surmonté d'un dôme blanc bleuâtre où brille une lumière aveuglante. L'ovni envoie des rayons de lumière bleue et l'un d'eux illumine la voiture. Louise, la conductrice, arrête le véhicule. Mona tente de sortir, mais est paralysée. Louise redémarre et, comme les 2 protagonistes s'approchent d'un tunnel creusé dans la roche, la voiture échappe à son contrôle, fonçant à 140 km/h sur une route en ligne droite, longue et sans circulation, qui n'a aucun rapport avec la véritable route 78. Le trio ressent une ardente chaleur. 1976-01-06 01:25 Les choses reviennent à la normale et elles arrivent à la caravane qui sert de domicile à Louise, 90 mn plus tard que prévu. Les jours qui suivront, elles souffriront toutes 3 de sensations de brûlures et de perte de poids. Les 3 amies passeront au détecteur de mensonges. Durant une régression sous hypnose, Mona Stafford fera la description détaillée d'un enlèvement au cours duquel son corps a été recouvert d'un liquide douloureux et un tube enfoncé dans son estomac.",
https://rr0.org/time/1/9/7/6/01/index.html,,1976-01,"A Domène (Isère), observation d'une soucoupe et d'un géant blond "Extraterrestres parmi nous ?", Le Parisien Libéré, 1976-01-13.",
https://rr0.org/time/1/9/7/6/01/index.html,,1976-01,"A Vimy (Pas-de-Calais), un cultivateur observe pendant P1M au-dessus des bois le passage lent et sans bruit d'Est en Ouest un phénomène qui semble allumer un projecteur puissant balayant la plaine. Le témoin part chercher son fils mais à leur retour le phénomène a disparu Malgré l'enquête de gendarmerie, aucun autre témoignage ou informations ne seront recueillis. GEPAN : PAN classé C.",
https://rr0.org/time/1/9/7/6/01/index.html,,1976-01,1er vol commercial du Concorde.,
https://rr0.org/time/1/9/7/6/01/index.html,,1976-01,"Une femme observe un phénomène ressemblant à une étoile, juste plus brillante, positionnée dans le ciel du sud-ouest — exactement là où Vénus était située à ce moment. Elle ne voit pas Vénus à côté de cet objet. Elle regarde alors la lumière descendre graduellement sur l'horizon en une période de 1 h de temps — ce qui est exactement ce que ferait Vénus. Elle perçoit ce mouvement de coucher comme saccadé ; son mari pense qu'il s'agissait seulement d'une étoile, mais elle l'encourage à percevoir la descente saccadée également, ce qui finit par attiser son excitation. Après l'avoir contemplée pendant suffisamment longtemps, la femme devient convaincue qu'elle regarde la fenêtre éclairée d'un ovni et qu'elle peut voir les têtes rondes des occupants à l'intérieur, des têtes avec des visages de couleur argentée. Elle fait alors en sorte de voir cette apparition à la même place chaque nuit les nuits suivantes. Elle répondra à Allan Hendry, qui lui dira qu'il s'agissait de Vénus : Vous parlez à une femme de 54 ans. Je sais à quoi ressemblent les étoiles !",
https://rr0.org/time/1/9/7/6/01/index.html#1976-01-01,,1976-01-01,"À Sains-Richaumont (Aisne (Hauts-de-France (France))), observation inexploitable GEIPAN: cas n° 1976-01-00278, Catalogue de cas, 2024-03-20 16:58.",
https://rr0.org/time/1/9/7/6/01/index.html#1976-01-05,,1976-01-05,"À Domène (Isère (Auvergne-Rhône-Alpes (France))), observation inexploitable GEIPAN: cas n° 1976-01-00279, Catalogue de cas, 2024-03-20 16:58.",
https://rr0.org/time/1/9/7/6/01/index.html#1976-01-09,,1976-01-09,"À Saint-Pierre (La Réunion (La Réunion (France))), observation probablement identifiée GEIPAN: cas n° 1976-01-00280, Catalogue de cas, 2024-03-20 16:58.",
https://rr0.org/time/1/9/7/6/01/index.html#1976-01-10,,1976-01-10,"À Grimaud (Var (Provence-Alpes-Côte d'Azur (France))), observation probablement identifiée GEIPAN: cas n° 1976-01-00281, Catalogue de cas, 2024-03-20 16:58.",
https://rr0.org/time/1/9/7/6/01/index.html#1976-01-13,,1976-01-13,"À Valbonnais (Isère (Auvergne-Rhône-Alpes (France))), observation inexploitable GEIPAN: cas n° 1976-01-00282, Catalogue de cas, 2024-03-20 16:58.",
https://rr0.org/time/1/9/7/6/01/index.html#1976-01-17,,1976-01-17,"À Neuville-Saint-Vaast (Pas-de-Calais (Hauts-de-France (France))), observation inexploitable GEIPAN: cas n° 1976-01-00283, Catalogue de cas, 2024-03-20 16:58.",
https://rr0.org/time/1/9/7/6/01/index.html#1976-01-19,,1976-01-19,"À Espalion (Aveyron (Occitanie (France))), observation inexploitable GEIPAN: cas n° 1976-01-00284, Catalogue de cas, 2024-03-20 16:58.",
https://rr0.org/time/1/9/7/6/01/index.html#1976-01-24,,1976-01-24,"À Chantonnay (Vendée (Provence-Alpes-Côte d'Azur (France))), observation probablement identifiée GEIPAN: cas n° 1976-01-00285, Catalogue de cas, 2024-03-20 16:58.",
https://rr0.org/time/1/9/7/6/01/index.html#1976-01-31,,1976-01-31,"À Chambourg-sur-Indre (Indre-et-Loire (Centre-Val de Loire (France))), observation inexploitable GEIPAN: cas n° 1976-01-02676, Catalogue de cas, 2024-03-20 16:58.",
