url,place,time,description,sources
https://rr0.org/time/1/9/7/6/06/index.html,,1976-06,"Près de Dulce (comté de Rio Arriba, NM), Manuel Gomez (rancher) découvre une de ses vaches (3 ans) morte mutilée, les organes sexuels, oreille, langue et lèvre inférieure enlevés avec un instrument apparemment précis, et portant une suite mystérieuse d'empreintes de sucion comme des coupelles. Il n'y a pas de signe de lutte hormis les traces étranges, ainsi qu'une substance huileuse sur le sol près de la carcasse. La traînée consiste en une série d'indentations à l'apparence de tripode, chacune faisant à peu près 4 pouces de diamètre et étant à 28 pouces des 2 autres traces. Chaque série de marques de tripodes est décrite comme espacées de 28 pouces. La traînée se terminait à environ 500 pieds de la carcasse de l'animal, comme s'ils elles avaient atterri à cet endroit, étaient allées vers la vache, et étaient revenue à cet endroit à ce point. Le propriétaire revenu sur la zone le jour suivant trouve d'autres dépressions sur les traces de pneu faites par son camion le jour d'avant Le cas sera enquêté par l'inspecteur de bétail et un policier Valdez, G. L.: "Offense/Incident Report", 15 décembre 1976 < Albuquerque Tribune, 15 juin 1976 < Rommel, K. M., Jr.: "1976 Incidents" in "A Popular History of Livestock Mutilations in New Mexico, Winter 1975 - Spring 1979", Operation Animal Mutilation, Report of the district attorney, 1st judicial district, state of New Mexico, juin 1980.",
https://rr0.org/time/1/9/7/6/06/index.html,,1976-06,"A Barentin (Seine Maritime), 2 personnes observent dans le ciel un phénomène lumineux en forme de cigare et d'une grande longueur, volant à basse altitude et à une vitesse régulière selon une trajectoire NE-SO. Aucun bruit ne sera entendu GEPAN : PAN classé C.",
https://rr0.org/time/1/9/7/6/06/index.html,,1976-06,"Lancement de Saliout 5. Elle retombera l'année suivante. Observation a Maspalomas (Gran Canarias). 1976-06-22 ~22:15 A Bischwiller (Bas Rhin), plusieurs personnes en voiture observent les déplacements rapides et silencieux, très haut dans le ciel, d'une lueur rouge qui les intrigue. Ce phénomène stationnaire au-dessus du terminal prétrolier serait passé ensuite au-dessus de la raffinerie de Herrlisheim-Drusenheim puis serait parti en direction du Rhin vers l'Allemagne. Un des témoin prendra plusieurs photographies mais la pellicule s'avèrera inexploitable. 2 employés de la raffinerie ont fait savoir qu'ils avaient vu depuis leur domicile un objet brillant dans la direction Est-Nord-Est indiquée par le premier témoin mais aucun des gardiens de service à la raffinerie n'a aperçu d'objet au-dessus de l'établissement GEPAN: PAN classé C.",
https://rr0.org/time/1/9/7/6/06/index.html,,1976-06,,
https://rr0.org/time/1/9/7/6/06/index.html,,1976-06,Le général Carlos Castro Cavero déclare dans une interview qu'ils croit que les ovnis sont des engins extraterrestres et que des données sont echangées au niveau mondial à leur sujet.,
https://rr0.org/time/1/9/7/6/06/index.html#1976-06-06,,1976-06-06,"À Provency (Yonne (Bourgogne-Franche-Comté (France))), observation probablement identifiée GEIPAN: cas n° 1976-06-00304, Catalogue de cas, 2024-03-20 17:56.",
https://rr0.org/time/1/9/7/6/06/index.html#1976-06-18,,1976-06-18,"À Dieppe (Seine-Maritime (Normandie (France))), observation inexploitable GEIPAN: cas n° 1976-06-00306, Catalogue de cas, 2024-03-20 17:56.",
https://rr0.org/time/1/9/7/6/06/index.html#1976-06-22,,1976-06-22,"À Bischwiller (Bas-Rhin (Grand Est (France))), observation inexploitable GEIPAN: cas n° 1976-06-00308, Catalogue de cas, 2024-03-20 17:56.",
https://rr0.org/time/1/9/7/6/06/index.html#1976-06-25,,1976-06-25,"À Joncy (Saône-et-Loire (Bourgogne-Franche-Comté (France))), observation identifiée GEIPAN: cas n° 1976-06-00310, Catalogue de cas, 2024-03-20 17:56.",
https://rr0.org/time/1/9/7/6/06/index.html#1976-06-06,,1976-06-06,"À Pont-du-Casse (Lot-et-Garonne (Nouvelle Aquitaine (France))), observation probablement identifiée GEIPAN: cas n° 1976-06-02710, Catalogue de cas, 2024-03-20 17:56.",
