url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/5/4/10/09/index.html#1954-10-09T11:45,Alès (Gard),,,"","",,,1954-10-09T11:45,"le , plusieurs témoins, dont M. Taurelle (travaillant à Riche-Hôtel) voient une soucoupe immobile, tournoyant sur elle-même, puis disparaissant rapidement en accélérant.",""""",,s1,""""""Vallée, Jacques"""""",,1966,""""",1954-10-09T11:45
https://rr0.org/time/1/9/5/4/10/09/index.html,Huy (Belgique),,,"","",,,1954-10-09,"A , M. Welliquet, postier à Braives, voit un objet cylindrique au lieu-dit"" La Belle Thérèse"". L'engin est posé au sol et a 2 occupants d'apparence à peu près humaine. L'objet décolle quand le témoin s'approche (Interrogé en 1967) (Le témoin changera ses déclarations en disant n'avoir vu qu'une traînée dans le ciel).",""""",Le Figaro,s2,"""",,1954-10-11,""""",1954-10-09
https://rr0.org/time/1/9/5/4/10/09/index.html,Montaren (France),,,"","",,,1954-10-09,"Entre le village de et celui de Serviers, à 1 km du ""Mas Blanc"", le docteur Fabre, M. Court et 6 autres personnes voient 1 objet ovale de couleur orange osciller à mi-hauteur. Il est très brillant et ""ardent"". Il descend à basse altitude.","",1954-10-09
https://rr0.org/time/1/9/5/4/10/09/index.html,Dreux (France),,,"","",,,1954-10-09,"A , des gens en train de chasser voient une sphère lumineuse décollant du sol, prendre de la hauteur et s'envoler en direction sud-ouest.",""""",Quincy,s3,"""",,,""""",1954-10-09
https://rr0.org/time/1/9/5/4/10/09/index.html,Soubran (France),,,"","",,,1954-10-09,"A , plusieurs habitants de ce secteur voient 1 objet lumineux de forme sphérique atterrir dans une prairie.",""""",Ouest-France,s4,"""",,-12,""""",1954-10-09
https://rr0.org/time/1/9/5/4/10/09/index.html#1954-10-09,Beauvain (France),,,"","",,,1954-10-09,", près de l'étang de Landefore, Christian Carette voit pendant 10 s environ 1 sphère de 4 m de diamètre jetant des flammes et volant à la hauteur d'un arbre. Au sommet de la sphère, une protubérance.",""""",Paris-Presse,s5,"""",,1954-10-12,""""",1954-10-09
https://rr0.org/time/1/9/5/4/10/09/index.html#1954-10-09T16:00,Carcasonne (France),,,"","",,,1954-10-09T16:00,"le , alors qu'ils circule en voiture près de cette ville, M. Jean Bertrand voit sur la route, devant lui, une sphère métallique brillante. La moitié supérieure semble faite d'une matière plastique transparente. 2 silhouettes d'apparence humaine se trouvent debout à l'intérieur. L'engin s'éleve rapidement et prend la direction de l'est.",""""",Paris-Presse,s6,"""",,1954-10-12,""""",1954-10-09T16:00
https://rr0.org/time/1/9/5/4/10/09/index.html#1954-10-09T18:30,,1954-10-09T18:30,le Observation de Pournoy-la-Chétive (Moselle).,"",1954-10-09T18:30
https://rr0.org/time/1/9/5/4/10/09/index.html#1954-10-09T19:00,,1954-10-09T19:00,"le A Lavroux (près de Poitiers, Vienne, France), M. Barrault (ouvrier agricole) roule à bicyclette quand il voit brusquement 1 être haut de 1 m environ, habillé comme un scaphandrier, qui dirige sur lui un double-rayon lumineux. Il semble avoir des bottes sans talons, comme des cheveux longs, une poitrine velue et porter 2 phares, l'un en-dessous de l'autre, à l'avant de son vêtement. Ses yeux sont très brillants. Il marche sur la route pendant 1 mn puis pénétre dans la forêt. Le témoin est ""paralysé"" pendant la durée de l'incident. l'être a une poitrine velue et il y a 2 lumières l'une au-dessus de l'autre, devant lui. M. Baillon (ufologue enquêteur) a signalé avoir pu retrouver le témoin qui avait déménagé de Lavoux à une petite ferme de Chauvigny, et qui lui a déclaré : Je passais dans les environs de Lavoux quand j'ai vu un jeune homme de 17 ans que j'ai parfaitement reconnu. Il s'était déguisé à l'aide d'une tenue de parachutiste, d'un casque allemand ""scié sur le côté"", et d'une espèce de boîte qui brillait. Je l'ai poursuivi dans le bois mais je l'ai perdu de vue. J'ai raconté cette histoire au bar et l'histoire largement déformée est arrivée aux oreilles d'un journaliste, d'où l'article du Figaro. M. Baillon ajoute que M. Barrault a été protester auprès du journal alors qu'il se trouvait de passage à Paris quelques jours plus tard, mais qu'il aurait du se contenter de vagues excuses, le journal ne publiant aucun rectificatif. M. Baillon précise qu'il a trouvé M. Barrault très sincère, et qu'il est important de noter que le témoin a bien identifié le farceur qui selon lui s'amusait à faire peur aux femmes de la région.",""""",Le Figaro,s7,"""",,1954-10-11,"""","""",Paris-Presse,s8,"""",,-12,"""","""",""'J'ai été arrêté par un faisceau lumineux émanant d'un scaphandrier' affirme un habitant de la Vienne"",s9,"""",""Le Midi Libre de Montpellier, 12 octobre 1954, p. 2"",,"""","""",Article de Samedi Soir,s10,"""",,-14,"""","""",""9 octobre 1954,s11,""""""Lagarde, François (LDLN) < Gross, P."""""",""Lavoux, Vienne"""", Ufologie.net, 5 avril 2007"",,""""",1954-10-09T19:00
https://rr0.org/time/1/9/5/4/10/09/index.html#1954-10-09T20:30,"Briatexte (Tarn, France)",,,"","",,,1954-10-09T20:30,"le , sur la N631, à la Caiffe, J.-P. Mitto (technicien), revient de Toulouse avec 2 autres personnes quand ils voient 2 petits êtres, de la taille d'un enfant de 11 ans, qui traversent la route, à 5 m environ devant la voiture, puis sautent dans un prè. S'arrêtant immédiatement, les témoins voient un grand disque convexe s'élever à la verticale. Il a environ 6 m de diamètre, est de couleur orange et fut littéralement ""aspiré"" dans le ciel. Il y a des taches brunes et huileuses à son emplacement.",""""",Sud-Ouest,s12,"""",9 octobre 1954,,"""","""",Paris-Presse,s13,"""",Le Figaro,-13,""""",1954-10-09T20:30
https://rr0.org/time/1/9/5/4/10/09/index.html,Le Paillat (Vendée),,,"","",,,1954-10-09,"A , un maçon apperçoit un ""engin allongé"".",""""",La Grande Peur Martienne,s14,""""""""""""""Les soucoupes volantes"""""""", La Vendée Libre, 1954-10-17 < Barthel"""",Brucker"",""1979, p. 206"",,""""",1954-10-09
