url,place,dateTime,description,sources,id,place.name,place.org,place.place.locations,place.place.elevation,place.place.dirName,place.place.data
https://rr0.org/time/1/9/6/4/index.html,,1964,29 Saturne 1 place 17 t en orbite.,"",1964
https://rr0.org/time/1/9/6/4/index.html,,1964,Couverture de Amazing Stories de février,"",1964
https://rr0.org/time/1/9/6/4/index.html,,1964,,"",1964
https://rr0.org/time/1/9/6/4/index.html,,1964,"03 A Monticello (Wisconsin), un jeune anthropologue et sa famille observent de leur voiture des lumières de plusieurs couleurs, apparemment fixées sur une énorme structure rigide. Elles approchent, ralentissent, basculent comme un objet pivotant, s'arrêtent en même temps que le véhicule, puis accélèrent et se perdent rapidement dans le ciel Cas Blue Book n° 8729 non résolu. 08 11:00 Alors que la 1ʳᵉ capsule spatiale Gemini est mise en orbite autour du globe, 4 objets d'origine inconnue foncèrent sur elle et se situèrent 2 dessus, 1 dessous et 1 derrière, et la suivirent pendant une orbite entière Garreau, Charles: faits rapportés par 2 scientifiques ayant assisté à l'essai. 11 Observation à Homer (New York) Cas Blue Book n° 8739 non résolu. 24 10:00 A Newark Valley (New York), rencontre de Gary Wilcox. 17:45 A Soccorro (Nouveau-Mexique), rencontre de Lonnie Zamora Cas Blue Book n° 8766 non résolu. 25 Un officier de Renseignement de l'USAF rencontrerait 2 extraterrestres en un lieu de rendez-vous convenu dans le désert du Nouveau-Mexique. Le contact durerait P~3H, durant lesquelles l'officier de l'USAF arriverait à échanger des informations basiques avec les 2 extraterrestres. 27Tle soir Près de Las Vegas (Nouveau-Mexique), 1 homme voit 1 grosse boule de flammes rouges atterrir ""Strange Objects Sighted Over N. M."", Post-Standard, Syracuse (N.Y.), 1964-04-29. 28Tpeu après minuit Don Adams (20 ans), de Edgewood, sur la U. S. 55 à l'est d'Alburquerque (Nouveau-Mexique), tire une douzaine de coups sur un objet volant non-identifié ""Strange Objects Sighted Over N. M."", Post-Standard, Syracuse (N.Y.), 1964-04-29. 30 A San Antonio, un B-57 rencontre un ovni en forme d'oeuf.","",1964
https://rr0.org/time/1/9/6/4/index.html,,1964,"03Tjuste avant le lever du Soleil Près de Camberra (Australie), différentes personnes au sol voient un grand objet d'un blanc lumineux voler au nord-est dans le ciel sombre. L'objet semble vaciller comme perdait de la puissance ou partiellement le contrôle. Les observateurs éloignés voient alors un objet plus petit, visible avec une faible lumière rouge, stationner non loin au-dessus Le grand objet blanc se déplace jusqu'au petit et semble le percuter. Puis le grand objet tourne, arrête de vaciller, ê hors de vue. D'après le rapport des observateurs effarés, l'incident pourrait être aussi bien une attaque du gros objet sur le petit qu'une opération de ravitaillement ou rechargement. Le rapport des observateurs sera examiné par le docteur Paul Siple, attaché scientifique de l'Ambassade Américaine de Camberra, et 2 ingénieurs de la NASA. Ils concluront, en 1er lieu, que les observateurs ont bel et bien vu ce qu'ils ont décrit. Ils concluront également que les objets mystérieux n'étaient pas des appareils connus ou fabriqués sur Terre. L'ambassade transmet tout cela à Washington, D.C., à Airgram A-894, dont une copie est archivée par le NICAP Keyhoe, Donald Edward: 1967. 09 A Asheville (Caroline du Nord), observation Cas Blue Book n° 8787 non résolu. A Chicago (Illinois), observation Cas Blue Book n° 8788 non résolu. 18 A Mount Vernon (Virginie), observation Cas Blue Book n° 8811 non résolu. 23 James Templeton photographie par inadvertance un humanoïde en combinaison derrière sa fille. Il est interrogé par 2 hommes en noir. 26 Observation à Cambridge (Massachusetts) Cas Blue Book n° 8836 non résolu. Observation à Pleasantview (Pennsylvanie) Cas Blue Book n° 8839 non résolu.","",1964
https://rr0.org/time/1/9/6/4/index.html,,1964,"Affiche de Robinson Crusoe on Mars, un film scientifiquement authentique, juste un peu en avance sur son temps sorti en juin 13 A Toledo (Ohio), observation Cas Blue Book n° 8870 non résolu.","",1964
https://rr0.org/time/1/9/6/4/index.html,,1964,"5 Lancement de la 1ʳᵉ mission orbitale Apollo AS-203. 9 Un A-12 (#133) s'écrase lors de son approche finale sur Groom Lake. Le pilote, Park, s'éjecte à une altitude de 500 pieds et survit McIninch. 16 Observation à 15 miles au Sud de Houghton Lake (Michigan) Cas Blue Book n° 8924 non résolu. 20 Observation à Clinton, Iowa--Littleton (Illinois) Cas Blue Book n° 8942 non résolu. 27 Observation à Norwich (New York) Cas Blue Book n° 8969 non résolu. Observation à Denver (Colorado) Cas Blue Book n° 8973 non résolu. 28 Premières photos haute résolution du sol lunaire par Ranger 7.","",1964
https://rr0.org/time/1/9/6/4/index.html,,1964,"Création d'Intelsat. 10 Observation à l'île de Wake Cas Blue Book n° 9031 non résolu. 15 Observation à New York (New York) Cas Blue Book n° 9048 non résolu. 18 Observation à l'Est de Dover (Atlantique) Cas Blue Book n° 9053 non résolu. 19 Syncom 3, 1er satellite de télécom en orbite géostationnaire.","",1964
https://rr0.org/time/1/9/6/4/index.html,,1964,04 p.127. 10 Observation à Cedar Grove (New Jersey) Cas Blue Book n° 9104 non résolu.,"",1964
https://rr0.org/time/1/9/6/4/index.html,,1964,"12 1er vol en équipage à bord de Voskhod 1 (Komarov, Yegorov et Feoktistov). 14 Brejnev remplace Khrouchtchev.","",1964
