description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.type
en,"",sighting,1997-01$,,"",1997-01,event,https://rr0.org/time/1/9/9/7/index.html#1997-01
en,"",sighting,1997-02$,,"",1997-02,event,https://rr0.org/time/1/9/9/7/index.html#1997-02
en,"",sighting,1997-03$,,"",1997-03,event,https://rr0.org/time/1/9/9/7/index.html#1997-03
"Le directeur et l'ensemble du personnel de l'aéroport de observent, vers l'ouest, au-dessus de l'océan, un objet très lumineux qui reste immobile durant de longues mn. L'observation fait l'objet d'une déclaration officielle des autorités et sera le point de départ de la création d'une commission officielle d'étude des objets aériens non identifiés au Chili.","",sighting,1997$ChacallutaChili,,,"",,"",Chacalluta (Chili),place,"",1997,event,https://rr0.org/time/1/9/9/7/index.html
en,"",sighting,1997-04$,,"",1997-04,event,https://rr0.org/time/1/9/9/7/index.html#1997-04
en,"",sighting,1997-05$,,"",1997-05,event,https://rr0.org/time/1/9/9/7/index.html#1997-05
en,"",sighting,1997-06$,,"",1997-06,event,https://rr0.org/time/1/9/9/7/index.html#1997-06
en,"",sighting,1997-07$,,"",1997-07,event,https://rr0.org/time/1/9/9/7/index.html#1997-07
en,"",sighting,1997-08$,,"",1997-08,event,https://rr0.org/time/1/9/9/7/index.html#1997-08
en,"",sighting,1997-09$,,"",1997-09,event,https://rr0.org/time/1/9/9/7/index.html#1997-09
"Quelques jours après cette 1ʳᵉ apparition, d'étranges phénomènes commencent à se dérouler chez la famille Spoor. Les lumières s'allument et s'éteignent sans explication. Les clefs se déforment dans les serrures. La nuit, des lumières semblent flotter au-dessus du jardin, éclairant les chambres. Spoor achète alors son propre camescope et filme systématiquement le ciel dès lors qu'il aperçoit un phénomène bizarre.","",sighting,1997$,,"",1997,event,https://rr0.org/time/1/9/9/7/index.html
"Au cours des 3 mois suivants, Spoor tourne plus de de film montrant l'activité aérienne au-dessus de sa maison. Spoor se renseigne afin de savoir si des voisins ont observé les mêmes lumières dans le ciel du. Le journal local effectue quelques reportages, mais aucun ne signale une activité de l'ampleur de celle qu'il a pu observer.","",sighting,rr0-1$NorfolkUK,,,"",,"",Norfolk (UK),place,"",,event,https://rr0.org/time/1/9/9/7/index.html#P2H30M
en,"",sighting,1997-10$,,"",1997-10,event,https://rr0.org/time/1/9/9/7/index.html#1997-10
en,"",sighting,1997-11$,,"",1997-11,event,https://rr0.org/time/1/9/9/7/index.html#1997-11
en,"",sighting,1997-12$,,"",1997-12,event,https://rr0.org/time/1/9/9/7/index.html#1997-12
