url,place,time,description,sources,id,place.name,place.org.type,place.org.dirName,place.org.events,place.org.id,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.id,place.place.events,place.place.locations,place.place.elevation,place.place.dirName,place.org.parent.type,place.org.parent.dirName,place.org.parent.events,place.org.parent.id,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.type,place.org.parent.parent.dirName,place.org.parent.parent.events,place.org.parent.parent.id,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.type,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.events,place.org.parent.parent.parent.id,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/9/9/index.html#1999-01,Dunbar (Ecosse),,,"","",,,1999-01,"en le dimanche 3 Lancement de Mars Polar Lander. le samedi 9 A , observation d'une lumière brillante avec des lumières rouges, jaunes et vertes alternant dessus.",""""",""Lothian X-Files revealed"",s1,""""""Mather, Adrian"""",""""Jacobs, Bill"""""",""Scotsman.com News, 2 août 2007"",,""""",1999-01
https://rr0.org/time/1/9/9/9/index.html#1999-02,,1999-02,en,"",1999-02
https://rr0.org/time/1/9/9/9/index.html#1999-03,"Ballykinler (County Down, UK)",,,"","",,,1999-03,"en le dimanche 7 après l'obscurité A , observation de lumières à divers moments, en forme de triangle et de diamant, se déplaçant dans diverses directions. le lundi 8 A Seaford Village (County Down, UK), observation de lumières dans un cercle tournant dans le sens des aiguilles d'une montre et oscillant. le mardi 16 20 h A La Cavalerie (Averyon), 1 témoin observe le passage très rapide de 2 phénomènes aériens constitués de 1 petite boule orange et de 1 boule de flammèches. La trajectoire des 2 boules est rectiligne mais 1 des 2 a semblé plongé dans la vallée avant de remonter en altitude. Le phénomène est resté parfaitement silencieux et n'a duré que quelques s. La trajectoire de l'un des 2 phénomènes écarte à priori l'hypothèse d'une rentrée atmosphérique (La proximité d'installations militaires n'a pas non plus permis d'identifier le phénomène). le mercredi 24 Début des frappes de l'OTAN contre la Serbie. le dimanche 28 1er tir d'une fusée Zénith en pleine mer depuis la base Odyssey de la firme Sea-Launch. le lundi 29 A Tranent (Ecosse), observation de forme d'étoile rouge, verte et bleue. le mardi 30 L'ESA signe avec Matra Marconi Space un contrat pour la construction de Mars Express.",""""",""Ulster's X-files: dossier of UFO sightings released"",s2,""""""Lister, Sam"""""",""Belfast Telegraph, jeudi 2 août 2007"",,"""","""",""Ulster's X-files: dossier of UFO sightings released"",s3,""""""Lister, Sam"""""",""Belfast Telegraph, jeudi 2 août 2007"",,"""","""",,s4,""SEPRA"",,,"""","""",""Lothian X-Files revealed"",s5,""""""Mather, Adrian"""",""""Jacobs, Bill"""""",""Scotsman.com News, 2 août 2007"",,""""",1999-03
https://rr0.org/time/1/9/9/9/index.html#1999-04,Belfast (UK),,,"","",,,1999-04,"en le mardi 13 21:15 Depuis l'est de , observation d'une source lumineuse ponctuelle blanche très brillante, avec 4 éclairs rapides puis un espace. Le phénomène grimpe rapidement.",""""",""Ulster's X-files: dossier of UFO sightings released"",s6,""""""Lister, Sam"""""",""Belfast Telegraph, jeudi 2 août 2007"",,""""",1999-04
https://rr0.org/time/1/9/9/9/index.html#1999-05,Hautes Pyrénées         (Midi-Pyrénées),,,"","",,,1999-05,"en le mercredi 5 Dans les , plusieurs témoins répartis dans différentes communes observent 1 forme lumineuse blanchâtre semi-circulaire et translucide que certains témoins compareront à de la fumée. Après 15 mn environ d'observation les témoins constatent la présence sur la gauche de 1 point lumineux avec une traînée (certains témoins parlent de forme triangulaire) et dirigée vers l'ouest qui a subitement basculé vers le sud. Au bout de quelques mn, le phénomène disparaît brutalement. Aucun bruit n'a été entendu et le phénomène est resté globalement stationnaire. Les témoignages divergent quelque peu sur la durée du phénomène (de 2 à 15 mn) mais s'accordent particulièrement sur le fait que le point lumineux avec une traîn&eacîn forme de triangle a brutalement effectué une rotation de 90 ° (L'enquête n'a pas permis d'associer cette observation à un mouvement d'aéronef ou une rentrée atmosphérique).",""""",,s7,""SEPRA"",,,""""",1999-05
https://rr0.org/time/1/9/9/9/index.html#1999-06,Saou (Drôme),,,"","",,,1999-06,"en A , 1 pilote de planeur prend des photos de paysage puis constate sur les diapositives des tâches non identifiées qu'il n'a pas vu lors de la prise de vue. Il pense qu'il s'agit d'ovnis (Ce type de témoignage à partir de photos sans corrélation visuelle est en général inexploitable, les tâches constatées pouvant également être des reflets au niveau de l'objectif ou des tâches provoquées lors du processus de développement).",""""",,s8,""SEPRA"",,,""""",1999-06
https://rr0.org/time/1/9/9/9/index.html#1999-07,Savenay (Loire Atlantique),,,"","",,,1999-07,"en le vendredi 16 Un rapport du COMETA est publié au travers d'un numéro Hors-Série de VSD intitulé OVNI et Défense : A quoi doit-on se préparer ? le dimanche 25 05:30 A , 2 gendarmes en mission observent depuis leur véhicule le passage très rapide d'une boule de feu rouge et verte suivie d'une trainée de fumée. Plusieurs autres témoins se manifesteront et la presse fera état de cette observation (qui est très probablement une rentrée de météorite ou de débris spatial).",""""",,s9,""SEPRA"",,,""""",1999-07
https://rr0.org/time/1/9/9/9/index.html#1999-08,Saint Maure-des-Fossés (Val-de-Marne),,,"","",,,1999-08,"en le le lendemain A , 1 pilote en repos à son domicile fait état par téléphone d'une observation de 1 objet orange en vol rectiligne entouré d'un halo. Nuit du le samedi 7 au le dimanche 8 23:30 à le lundi 9 01:30 A Brest (Finistère), 1 astronome amateur en train d'observer la galaxie d'Andromède aperçoit à l'œil nu 1 objet se déplaçant à vitesse constante avec une trajectoire nord-sud. Au bout de quelques instants, la trajectoire change brutalement de direction pour passer nord-nord-ouest avant de revenir au nord. Le phénomène observé est silencieux, non lumineux de couleur brun marron. Le croquis fait par le témoin donne une forme en tonneau. L'observation a duré 1 mn environ (Une enquête minutieuse auprès des aérodromes voisin, ainsi que des autorités civiles et militaires n'a pas permis d'associer cette observation à un aéronef, tant au niveau de l'examen de la circulation aérienne que de celui des traces radar). le mercredi 11 le mercredi 11 04:30 A Montluel (Ain), 1 témoin insomniaque observe un point lumineux très brillant avec 2 rayons vert tendre. Ce point semble danser dans le ciel. Eclipse de Soleil. le jeudi 19 01 h Au Bois d'Oingt (Rhône), 2 gendarmes en poste de surveillance observent dans le ciel 1 point lumineux très brillant avec 3 points lumineux bleu vert et rouge tournant très vite autour. Le phénomène a de temps à autre un mouvement pendulaire. L'observation a duré 20 mn. le samedi 21 A Sauxillanges (Allier), 1 jeune témoin aperçoit lors d'une promenade en forêt 1 phénomène d'apparence gris métallisé en forme de toupie à l'envers qui se déplace sans bruit. Il prend 1 photographie avec son appareil jetable. le jeudi 26 20:10 Le pilote d'un vol à destination de Paris CDG observe le passage durant 5 s environ d'une boule blanche incandescente en trajectoire descendante à plus de 10 km de l'appareil (Cette observation est probablement celle d'une rentrée atmosphérique).",""""",,s10,""SEPRA"",,,"""","""",,s11,""SEPRA"",,,"""","""",,s12,""SEPRA"",,,"""","""",,s13,""SEPRA"",,,"""","""",,s14,""SEPRA"",,,"""","""",,s15,""SEPRA"",,,""""",1999-08
https://rr0.org/time/1/9/9/9/index.html#1999-09,Ivry-la-Bataille (Eure),,,"","",,,1999-09,"en le jeudi 23 La sonde Mars Orbiter, s'écrase sur le sol de la planète rouge qu'elle devait observer. La NASA indique une erreur de navigation. le jeudi 23, le vendredi 24 et le samedi 25 06 h A , plusieurs témoins de 2 maisons voisines observent une forte lueur blanche stationnaire qui disparaît avec le lî jour. L'observation est également faite le soir vers en 1999 22:15. Le phénomène est silencieux et très brillant au point qu'il est difficile de l'observer à la jumelle. le vendredi 24 A Glengormley (County Antrim, UK), observation d'un phénomène avec une lumière rouge volant horizontalement puis montant verticalement avec une traînée de fumée grise. Très rapide..",""""",,s16,""SEPRA"",,,"""","""",""Ulster's X-files: dossier of UFO sightings released"",s17,""""""Lister, Sam"""""",Belfast Telegraph,2007-08-02,""""",1999-09
https://rr0.org/time/1/9/9/9/index.html#1999-10,La Chapelle-Saint Luc (Aube),,,"","",,,1999-10,"en le mardi 26 06:45 A , 1 témoin observe 1 boule de la taille d'une orange accolée à 1 autre boule de la taille d'une noix, stationnaires très loin et très haut dans le ciel. L'observation dure P3M/4M. le dimanche 31 21 h A Lisburn (County Antrim, UK), observation d'un phénomène dont on estime la taille à celle d'une boule de bowling tenue à bout de bras, en forme d'hexagone, très brillant, avec des lignes rouges sur lui, se déplaçant rapidement, puis disparaissant.",""""",,s18,""SEPRA"",,,"""","""",""Ulster's X-files: dossier of UFO sightings released"",s19,""""""Lister, Sam"""""",Belfast Telegraph,2007-08-02,""""",1999-10
