url;place;dateTime;description;sources;id;place.name;place.org;place.place.locations;place.place.elevation;place.place.dirName;place.place.data
https://rr0.org/time/1/9/7/9/09/index.html;;1979-09;Pioneer 11 est la 1ère sonde à survoler Saturne.;"";1979-09
https://rr0.org/time/1/9/7/9/09/index.html;;1979-09;~04:30 A Noirmoutiers (Loire Atlantique), 2 témoins observent durant moins de 5 s une forme verte ovale avec 4 lumières blanches, entourée d'un cercle noir. Les couleurs sont très vives et phosphorescentes. Ce phénomène monte très rapidement dans le ciel à 45° en suivant une direction sud-nord. Il s'éteint subitement GEPAN: PAN classé C.;"";1979-09
https://rr0.org/time/1/9/7/9/09/index.html;;1979-09;~04:30 A Evrecy (Calvados), 2 témoins observent depuis leur chambre le passage dans le ciel d'un phénomène circulaire. Il se déplace à grande vitesse en perdant de l'altitude. Un halo lumineux orangé entoure le phénomène. Voulant ouvrir la fenêtre, 1 des témoins ressent une décharge électrique Selon le GEPAN, aucun autre témoignage ne sera recueilli sur ce phénomène et la station EDF n'a constaté aucune anomalie sur ses lignes. Ces personnes ont probablement assisté à une rentrée atmosphérique. L'épisode de la décharge électrique reçue par un des témoins, même si elle s'est passée au moment de l'observation, ne peut être mise en rapport direct avec le type de phénomène observé GEPAN: PAN classé B.;"";1979-09
https://rr0.org/time/1/9/7/9/09/index.html;;1979-09;Une panne de génération électrique frappe les villes de Xuginglong et de Haihua (Hunan, Chine). Un phénomène volant brillant, émettant des nappes de rayons lumineux est observé par de nombreux témoins. Il s'éloigne sans bruit en laissant dérrière lui 2 nuages luminescents et 100 m de diamètre.;"";1979-09
https://rr0.org/time/1/9/7/9/09/index.html;;1979-09;En Italie, des milliers de gens voient un phénomène non-identifié Le phénomène se révèlera être un ballon-sonde Grassino, Gian Paolo: "UFO?, No, palloni sonda!", Ufologia n° 5, octobre 1979, p. 28 Malavasi, Marco: "L'origine dei palloni sonda", Notiziario UFO n° 84, 85, 86/87 et 88 Paolo Toselli mènera une étude sur ce cas en demandant à 50 témoins environ de résumer ce qu'ils avaient vu et d'en dessiner la forme. La majorité des témoignages fut conforme à la réalité, mais 25 % d'entre eux seront différents Toselli, P.: "E se l'UFO non c'è, ce lo inventiamo", Notiziario UFO n° 93, février 1980, pp. 13-15, traduit "S'il n'y a pas l'Ovni, on le crée", Inforespace, février 1983, p. 5.;"";1979-09
https://rr0.org/time/1/9/7/9/09/index.html;;1979-09;~07:45 A Audricq (Pas-de-Calais), 1 personne remarque un point lumineux fixe dans le ciel. De couleur blanche et de forme ovale, ce point unique traverse ensuite rapidement et horizontalement le secteur où trois avions circulent. L'objet va disparaître vers l'est. Après un appel à témoins lancé dans la presse locale, plusieurs personnes se mettront en rapport avec les autorités. Elles relatent l'observation ce même jour mais sur une plage horaire plus grande, du passage dans le ciel d'un objet particulier. Cependant les descriptions variées ne permettent pas d'indentifier précisément l'objet GEPAN: PAN classé C.;"";1979-09
https://rr0.org/time/1/9/7/9/09/index.html;;1979-09;A Lyon-la-Forêt (Eure), 2 témoins lors de leur jogging observent dans le ciel une boule rouge scintillant comme une étoile. Soudain cette lueur se déplace à une vitesse vertigineuse pour s'approcher des témoins. Aucun bruit et aucun déplacement d'air et chaleur ne sont remarqués. Décrivant une courbe, cette lueur s'immobilise 3 à 4 s à une distance estimée à 200 m environ des témoins au-dessus de la lisière de la forêt. Une masse sombre apparaît à l'intérieur de cette lueur. Le phénomène disparaît brusquement GEPAN: PAN classé D.;"";1979-09
https://rr0.org/time/1/9/7/9/09/index.html;;1979-09;~23:00 A Vouille (Vienne), plusieurs personnes observent un phénomène lumineux rouge se déplaçant rapidement dans le ciel d'ouest en est. Un cercle d'un diamètre estimé à 4 m environ est traversé par 2 diagonales rouges également. Il clignote et fait grand bruit. L'objet devenu blanc disparait derrière les collines GEPAN: PAN classé C.;"";1979-09
https://rr0.org/time/1/9/7/9/09/index.html;;1979-09;Le satellite militaire Vela 6911, spécialement conçu pour détecter les explosions atomiques, détecte un éclair de grande intensité en Afrique du Sud. Les caractéristiques d'une bombe nucléaire (rayons gamma, flux de neutrons, nuage radio-actif) ne sont pas présentes. Un document de la NSA révèle que des milliers de détections intempestives (zoo events) analogues se sont produites dans le passé Bellows, Alan: "The Vela Incident", Damn Interesting, 16 octobre 2007.;"";1979-09
https://rr0.org/time/1/9/7/9/09/index.html;;1979-09;~06:00 A Maubeuge (Nord), plusieurs personnes observent dans le ciel un point lumineux se déplaçant sans bruit dans la direction nord-est. Ce point émet des couleurs vertes et rouges. Quelques instants plus tard, la voiture des témoins est inondée d'une lumière qui couvre toute la chaussée. Soudain la lumière s'éteint et un des témoins voit une forme s'élever à 45° dans le ciel, sans aucun bruit mais laissant derrière elle une flamme rouge L'enquète sur les lieux n'a révélé aucun indice GEPAN: PAN classé D.;"";1979-09
