url,place,dateTime,description,sources,id,place.name,place.org.dirName,place.org.code,place.org.places,place.org.kind,place.org.parent,place.place,place.org,place.place.locations,place.place.elevation,place.place.dirName,place.place.data,place.org.parent.dirName,place.org.parent.code,place.org.parent.places,place.org.parent.kind,place.org.parent.parent.dirName,place.org.parent.parent.code,place.org.parent.parent.places,place.org.parent.parent.kind,place.org.parent.parent.parent.dirName,place.org.parent.parent.parent.code,place.org.parent.parent.parent.places,place.org.parent.parent.parent.kind,place.org.parent.parent.parent.parent,place.org.parent.parent.parent,place.org.parent.parent
https://rr0.org/time/1/9/5/2/12/index.html#1952-12,Laredo (Texas),,"",,,,1952-12,", le pilote d'un F-51 de l'USAF prend en chasse un objet blanc luisant effectuant des virages serrés, et faisant des passages devant le chasseur.","",1952-12
https://rr0.org/time/1/9/5/2/12/index.html#1952-12T05:31,Ladd (Alaska),,"",,,,1952-12T05:31,"décembre 1952 à 20:16 A la base de l'USAF de , le pilote et 1er lieutenant xxxx et l'opérateur radar et 1er lieutenant xxxxx observent durant 10 minutes depuis leur jet intercepteur F-94 de l'USAF (numéro de série 49-2522) une lumière blanche et ovale, qui devient rouge à plus haute altitude, vole horizontalement durant 2 mn, puis effectue une ascension à une vitesse phénoménale avec une trajectoire erratique. À Chicago (Illinois), un appareil est accompagné par une rangée de lumières non-identifiées.","bCas Blue Book n° 2267 non expliqué,s2,"""",,",1952-12T05:31
https://rr0.org/time/1/9/5/2/12/index.html#1952-12,,1952-12,"À Madison, le capitaine témoin n° 1 et le 1er lieutenant xxxxxx observent durant 10 mn depuis leur jet d'entraînement T-33 de l'USAF 4 lumières brillantes en formation en diamant, voler à 400 miles/h. Elles sont dépassées par le T-33 à 450 miles/h.","Cas Blue Book n° 2266 non expliqué,s3,"""",,",1952-12
https://rr0.org/time/1/9/5/2/12/index.html#1952-12T20:16,,1952-12T20:16,"Près de Hanford, un objet rond et blanc avec des ""fenêtres"" est observé et détecté au radar.","",1952-12T20:16
https://rr0.org/time/1/9/5/2/12/index.html#1952-12T20:16,,1952-12T20:16,"Dans les locaux de l'ATIC, ce dernier, la CIA et le BMI se réunissent pour discuter du problème des ovnis. Les représentant du BMI recommandent vivement qu'un panel scientifique ne soit pas mis en place avant que les résultats de leur étude des signalements d'observations recueillis par l'ATIC soient disponibles Mémo Pentacle.","",1952-12T20:16
https://rr0.org/time/1/9/5/2/12/index.html#1952-12T09:10,Palomar Gardens (USA),,"",,,,1952-12T09:10,"Selon George Adamski, celui-ci rencontre à nouveau son Vénusien à , qui l'aurait emmené faire un tour derrière la Lune.","",1952-12T09:10
https://rr0.org/time/1/9/5/2/12/index.html#1952-12T09:10,Goose Bay (Labrador),,"",,,,1952-12T09:10,"À la base de l'USAF de , un objet rougeâtre est observé et détecté au radar. Il vire vers le blanc lorsqu'il manœuvre.","",1952-12T09:10
https://rr0.org/time/1/9/5/2/12/index.html,,1952-12,"Un communiqué de presse du président Harry S. Truman déclare : Ces phénomènes inexpliqués ne sont ni une arme secrète, ni une fusée, ni un nouveau type d'avion en essai.","",1952-12
https://rr0.org/time/1/9/5/2/12/index.html#1952-12-28,Marysville (Californie),,"",,,,1952-12-28,"Observation à Cas Blue Book n° 2302 non expliqué, manquant des archives officielles.","",1952-12-28
https://rr0.org/time/1/9/5/2/12/index.html#1952-12-29,nord du Japon,,"",,,,1952-12-29,"Au , un colonel et d'autres pilotes de l'USAF détectent au radar un objet rotatif.","",1952-12-29
