description,events,eventType,id,place,sources,time,type,url,place.dirName,place.elevation,place.events,place.id,place.locations,place.name,place.org._parent,place.org.events,place.org.id,place.org.kind,place.org.places,place.org.type,place.org._parent._parent._parent._parent,place.org._parent._parent._parent.events,place.org._parent._parent._parent.id,place.org._parent._parent._parent.kind,place.org._parent._parent._parent.places,place.org._parent._parent._parent.type,place.org._parent._parent.events,place.org._parent._parent.id,place.org._parent._parent.kind,place.org._parent._parent.places,place.org._parent._parent.type,place.org._parent.events,place.org._parent.id,place.org._parent.kind,place.org._parent.places,place.org._parent.type,place.org._parent._parent._parent,place.org._parent._parent
Le Secrétaire à la Défense James Vincent Forrestal est contraint de démissionner après que l'on constate que des forces préparent la guerre en Corée.,"",sighting,1949$,,"",1949,event,https://rr0.org/time/1/9/4/9/index.html
Début de la construction des installations de Groom Lake sur une zone du Nevada appartenant à l'AEC.,"",sighting,1949$,,"",1949,event,https://rr0.org/time/1/9/4/9/index.html
France Soir instaure une rubrique intermittente sur les mystérieuses lumières qui apparaissent dans les cieux des USA.,"",sighting,1949$,,""""","""",s1,"""",,1997,Chaloupek",1949,event,https://rr0.org/time/1/9/4/9/index.html
en,"",sighting,1949-01$,,"",1949-01,event,https://rr0.org/time/1/9/4/9/index.html#1949-01
en,"",sighting,1949-02$,,"",1949-02,event,https://rr0.org/time/1/9/4/9/index.html#1949-02
en,"",sighting,1949-03$,,"",1949-03,event,https://rr0.org/time/1/9/4/9/index.html#1949-03
en,"",sighting,1949-04$,,"",1949-04,event,https://rr0.org/time/1/9/4/9/index.html#1949-04
en,"",sighting,1949-05$,,"",1949-05,event,https://rr0.org/time/1/9/4/9/index.html#1949-05
en,"",sighting,1949-07$,,"",1949-07,event,https://rr0.org/time/1/9/4/9/index.html#1949-07
en,"",sighting,1949-08$,,"",1949-08,event,https://rr0.org/time/1/9/4/9/index.html#1949-08
"Avant 1950 Un certain Roy L. Dimmick, chef des ventes de la société Apache Powder, de Los Angeles, affirme avoir discuté avec un mexicain et un équatorien qui ont vu une soucoupe s'écraser près de la ville de Mexico. L'histoire est racontée par Frank Scully (Scully qui n'hésitait pas à répéter sans les vérifier les bobards les plus étranges qui circulaient à son époque).","",sighting,1949$,,"",1949,event,https://rr0.org/time/1/9/4/9/index.html
en,"",sighting,1949-09$,,"",1949-09,event,https://rr0.org/time/1/9/4/9/index.html#1949-09
en,"",sighting,1949-10$,,"",1949-10,event,https://rr0.org/time/1/9/4/9/index.html#1949-10
en,"",sighting,1949-12$,,"",1949-12,event,https://rr0.org/time/1/9/4/9/index.html#1949-12
"A Don Bushnell (directeur administratif de Southwestem Porcelain Steel Corp.), voit 1 objet se poser devant sa voiture tandis que sa radio s'arrêtait brusquement. Il bloqua les freins, mais l'objet s'évanouit.","",sighting,1949$Tulsa (Oklahoma),,,"",,"",Tulsa (Oklahoma),""""","""",s2,"""",Donald E. S,,Keyhoe",1949,event,https://rr0.org/time/1/9/4/9/index.html
