url,place,dateTime,description,sources,id
https://rr0.org/time/1/9/5/2/04/index.html,,1952-04,"22:30 A Hammond (Colombie Britannique) une lueur apparaît dans le ciel dégagé en se dirigeant silencieusement vers le nord. Sa couleur vire à l'orangé et quand l'objet arrive à la verticale du témoin, sa queue semble scintiller. L'objet vire alors brusquement vers l'Ouest, s'immobilise et revient. Sa couleur devient rougeâtre. Quand l'objet atteint la zone Sud, il se dirige vers l'horizon et sa couleur passe à l'orangé, puis au vert et enfin au blanc argenté. (05 ?) 19:30 A Duncanville (Texas), 2 opérateurs radar du 147ème escadron AC & W détectent un objet par radar durant 1 mn, à une vitesse estimée à 2160 miles/h Cas Blue Book n° 1095 non expliqué.","",1952-04
https://rr0.org/time/1/9/5/2/04/index.html,,1952-04,"10:40 A Phoenix (Floride), L. G. Ryan et sa femme, R. L. Stokes et D. Schook observent un grand objet circulaire d'un gris terne, suivi par 2 autres, voler tout droit à grande vitesses Cas Blue Book n° 1097 non expliqué. 21:15 A Miami (Floride), L. E. VanDercar et son fils de 9 ans observent 4 objets circulaires sombres aux contours non précis, passer devant la Lune, chacun ayant un diamètre apparent de la moitié de la Lune Cas Blue Book n° 1099 non expliqué.","",1952-04
https://rr0.org/time/1/9/5/2/04/index.html,,1952-04,"A Temple (Texas), H. L. Russell observe durant 3,8 mn entre 50 et 75 disques gris-blanc se déplacer continuellement en formation et s'incliner à l'unission toutes les 12 à 15 s Cas Blue Book n° 1099 non expliqué.","",1952-04
https://rr0.org/time/1/9/5/2/04/index.html,,1952-04,"Sur la couverture de Life, à côté de Marilyn Monroe, on peut lire en haut à droite : Il y a des arguments pour l'origine interplanétaire des soucoupes. Un article intitulé Avons-Nous des Visiteurs de l'Espace ? marque les esprits (350 journaux vont reprendre les conclusions de l'article, et Life va recevoir 700 lettres Lagrange, Pierre). Clairement ouvert, voire franchement sympathisant de l'hypothèse extraterrestre, il est bâti (comme on l'apprendra plus tard) autour de l'opinion officieusement exprimée de divers gradés du Pentagone. Le Bureau des Relations Publiques du Pentagone répondra officiellement à ce sujet que L'article est factuel, mais les conclusions de Life ne reflètent que l'opinion de la rédaction.","",1952-04
https://rr0.org/time/1/9/5/2/04/index.html,,1952-04,Albert K. Bender annonce la création de l'IFSB dans le courrier des lecteurs de Other Worlds.,"",1952-04
https://rr0.org/time/1/9/5/2/04/index.html,,1952-04,"Au Nord de Big Pines (Californie), un objet de forme discoïdale est observé par un ingénieur de la télévision.","",1952-04
https://rr0.org/time/1/9/5/2/04/index.html,,1952-04,"A Pecos (Texas), observation d'un losange vertical de 25 x 15 m brillant, planant, effectuant une rotation toutes les secondes. Il effectue une ascension de 600 m, un virage lent, puis disparaîî au Nord-Ouest Hynek, Josef Allen 1979.","",1952-04
https://rr0.org/time/1/9/5/2/04/index.html,,1952-04,"Paris Match n° 161 du 12, titrant : Une révélation extraordinaire : Les soucoupes volantes peuvent venir d'un autre monde Lancement officiel du projet Blue Book. 21:30 A North Bay (Ontario), l'adjudant E. H. Rossell et le sergent de vol R. McRae, tous 2 pilotes de ligne de la RCAF observent pendant 2 mn un disque ambré, extrêmement brillant, arrivant du Sud-Ouest, survoler un terrain d'aviation, s'arrêêudainement, virer de bord et s'élèvre dans le ciel à une vitesse stupéfiante à un angle de 30°"" Cas Blue Book n° 1108 non expliqué.","",1952-04
https://rr0.org/time/1/9/5/2/04/index.html,,1952-04,"00:35 A LaCrosse (Wisconsin), un pilote de CAL airline observe des divers objets lumineux de couleur voler en formation en V Cas Blue Book n° 1113 non expliqué. 18:34 A Memphis (Tennessee), le sous-lieutenant Blacky et le sous-lieutenant O'Neil, tous 2 pilotes de la Marine US, observent durant 45 à 60 s un objet en forme de coupe renversée de 3 pieds de long et 1 pied de haut, avec des ouvertures verticales, voler tout droit rapidement, à 100 yards de leur appareil Cas Blue Book n° 1112 non expliqué.","",1952-04
https://rr0.org/time/1/9/5/2/04/index.html,,1952-04,"A Santa Cruz (Californie), monsieur Hayes, le frère du sergent-chef, observe durant 6 à 8 s à l'aide de son télescope 20x, 2 objets pâles voler rapidement le long de l'horizon Cas Blue Book n° 1115 non expliqué.","",1952-04
